Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-infant factor,Rabbit-growth factor,Rabbit-speed,Rabbit-heat Timer,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-infant factor,Fox-growth factor,Fox-speed,Fox-heat Timer
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
22,2.99793582289087,0.000579554933943494,2,0.0966569853909833,0.198396715781413,3.00058760794161,19.9981501099645,20,3,0,2,0.1,0.2,3,20
28,2.99460502286756,0.00440789856820602,1.89285714285714,0.096936644080132,0.198662047456726,3.00009688569038,19.9974553374079,20,3,0,2,0.1,0.2,3,20
30,2.99545401005018,0.00529052871680999,1.86666666666667,0.0970712416915865,0.199032497483166,3.00281278901554,19.9988449676143,20,3,0,2,0.1,0.2,3,20
32,2.99560738551168,0.00601491595869415,1.8125,0.0977062345384417,0.197459889283618,3.0029920045344,19.999644133188,20,3,0,2,0.1,0.2,3,20
27,2.99545167162113,0.0073769149404843,1.66666666666667,0.0971772500404154,0.197699647230163,3.00153056756251,19.995687276411,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
29,2.99772812508679,0.00709074470063016,1.6551724137931,0.0969555915672414,0.195893913910193,3.00212315716077,19.9963180515481,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
31,2.9979892760516,0.00722660532092052,1.64516129032258,0.0964955057945111,0.197357039866556,3.00072113279689,19.996308245854,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
31,2.9979892760516,0.00722660532092052,1.64516129032258,0.0964955057945111,0.197357039866556,3.00072113279689,19.996308245854,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
31,2.9979892760516,0.00722660532092052,1.64516129032258,0.0964955057945111,0.197357039866556,3.00072113279689,19.996308245854,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
31,2.9979892760516,0.00722660532092052,1.64516129032258,0.0964955057945111,0.197357039866556,3.00072113279689,19.996308245854,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
33,3.00023686082282,0.00747799287531488,1.63636363636364,0.0989020904098496,0.197355767321378,3.00415695836652,19.9933300916288,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
36,3.0016691385195,0.00685482680237197,1.58333333333333,0.0960148315085725,0.196111206663095,3.00226052649503,19.9928761792526,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
39,3.00590644172547,0.00788721168736294,1.51282051282051,0.101275402872966,0.198105373911223,3.0032275004388,19.9934534604307,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
34,3.01067641776537,0.00579206777776891,1.52941176470588,0.101389671048663,0.198246979420623,3.00511305170751,19.991986626645,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
34,3.01067641776537,0.00579206777776891,1.52941176470588,0.101389671048663,0.198246979420623,3.00511305170751,19.991986626645,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
34,3.01067641776537,0.00579206777776891,1.52941176470588,0.101389671048663,0.198246979420623,3.00511305170751,19.991986626645,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
34,3.01337652092976,0.00475398831910624,1.52941176470588,0.0995932358081388,0.197669545130906,3.00215560547509,19.9928882348553,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
33,3.01420457969985,0.00437160593537658,1.54545454545455,0.0956969383969958,0.201802365285289,3.00595582932557,19.9902029890581,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
35,3.01225288004016,0.00444277511203106,1.48571428571429,0.100296218182637,0.204333831294629,3.00646288138507,19.9901831635115,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
33,3.01136256880294,0.00532204777720741,1.45454545454545,0.0995831239436169,0.20503970302687,3.00789933770571,19.9906220356267,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
31,3.01150901097326,0.00704728365854564,1.45161290322581,0.0993995441137018,0.205850000753572,3.01086861580138,19.9923457291733,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
32,3.01063371606403,0.00705597676074434,1.4375,0.101669139210535,0.209591284516479,3.01396152407607,19.9927352885397,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
32,3.01063371606403,0.00705597676074434,1.4375,0.101669139210535,0.209591284516479,3.01396152407607,19.9927352885397,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
32,3.01063371606403,0.00705597676074434,1.4375,0.101669139210535,0.209591284516479,3.01396152407607,19.9927352885397,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
35,3.00825336011007,0.00672450873228182,1.42857142857143,0.102249473807154,0.211994239531318,3.01437821000753,19.9940386146503,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
32,3.00675802763827,0.00735493142593324,1.4375,0.10527407240412,0.213663187533741,3.01644368834643,19.9976532693028,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
29,3.00313141085003,0.00564690836842025,1.44827586206897,0.101309258196441,0.215044421038197,3.01577917038338,19.9987239247376,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
31,3.00831180433731,0.00918780649174487,1.48387096774194,0.0990994176972349,0.215780322965701,3.01262359600174,19.9910860764806,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
31,3.00831180433731,0.00918780649174487,1.48387096774194,0.0990994176972349,0.215780322965701,3.01262359600174,19.9910860764806,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
31,3.00831180433731,0.00918780649174487,1.48387096774194,0.0990994176972349,0.215780322965701,3.01262359600174,19.9910860764806,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
34,3.0100721135522,0.00865245004734685,1.47058823529412,0.100816424145383,0.216751655011613,3.01278917130654,19.9918640619954,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
30,3.00754010795402,0.00925981531393549,1.46666666666667,0.106821159950343,0.216476546266468,3.01063672896545,19.9904787320088,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
31,3.01007646763768,0.00929942432375296,1.45161290322581,0.10696388660695,0.213350600226687,3.00932962746139,19.9890570833536,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
30,3.01104882859279,0.0101590949740938,1.46666666666667,0.10871690323026,0.213162208655376,3.01108961170505,19.9896384047159,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
25,3.01591757151067,0.0132917856686539,1.32,0.109775663435823,0.216181091829226,3.01706848228758,19.9887034553239,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
24,3.01522052091438,0.0110650883572956,1.33333333333333,0.110853878236695,0.215677672515201,3.01592981020801,19.985883533947,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
23,3.01659969252466,0.0112276807672257,1.34782608695652,0.108194195237752,0.21089969822601,3.01184668540872,19.985060573297,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
24,3.01858270600613,0.0115597836552686,1.33333333333333,0.107538334982368,0.207910752959412,3.01007102607635,19.9893286721788,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
24,3.01846008931442,0.0115597836552686,1.33333333333333,0.107732319405683,0.210965318654827,3.01138510103762,19.9914088226302,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
24,3.01846008931442,0.0115597836552686,1.33333333333333,0.107732319405683,0.210965318654827,3.01138510103762,19.9914088226302,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
19,3.02474181297941,0.0129010136054498,1.26315789473684,0.105994943759581,0.210569024699651,3.00878119483727,19.9911221779063,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
20,3.02895636372193,0.0122559629251773,1.25,0.105743744741498,0.206005988719251,3.0069428107347,19.9926238316697,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
20,3.02895636372193,0.0122559629251773,1.25,0.105743744741498,0.206005988719251,3.0069428107347,19.9926238316697,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
20,3.02895636372193,0.0122559629251773,1.25,0.105743744741498,0.206005988719251,3.0069428107347,19.9926238316697,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
18,3.02300472711987,0.00864565908289673,1.22222222222222,0.107072328799413,0.200440654397172,3.00424355387334,19.9950951409854,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
16,3.02580424251351,0.00762983521379987,1.1875,0.111993925425551,0.202332367104417,3.01351886423241,20.005829247329,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
15,3.02441220439201,0.00777311459437125,1.2,0.110941544036985,0.199189333229214,3.01614372786861,20.0088857101897,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
14,3.02648487688427,0.00832833706539777,1.14285714285714,0.112455171364909,0.200132351871665,3.01922283462864,20.0127452435786,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
14,3.02648487688427,0.00832833706539777,1.14285714285714,0.112455171364909,0.200132351871665,3.01922283462864,20.0127452435786,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
14,3.02648487688427,0.00832833706539777,1.14285714285714,0.112455171364909,0.200132351871665,3.01922283462864,20.0127452435786,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
14,3.02648487688427,0.00832833706539777,1.14285714285714,0.112455171364909,0.200132351871665,3.01922283462864,20.0127452435786,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
