Rabbit-population,Rabbit-born children,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius,Fox-population,Fox-born children,Fox-max size,Fox-diet factor,Fox-#children,Fox-speed,Fox-heat Timer,Fox-sight length,Fox-smell radius
40,0,3,0,2,10,13,30,20,20,0,3,1,2,8,13,30,20
40,0,3,0,2,10,13,30,20,20,0,3,1,2,8,13,30,20
36,0,3,0,2,10,13,30,20,20,0,3,1,2,8,13,30,20
29,0,3,0,2,10,13,30,20,22,2,3,1,2,8.02700462852711,13,30,20
27,0,3,0,2,10,13,30,20,26,6,3.00660438116514,1,2,8.02285007029217,13,29.8148592639208,20
25,0,3,0,2,10,13,30,20,26,6,3.00660438116514,1,2,8.02285007029217,13,29.8148592639208,20
22,0,3,0,2,10,13,30,20,23,10,3.00746582218668,1,2,7.94521626549223,13,30,20
21,0,3,0,2,10,13,30,20,20,10,3,1,2,7.93699870531606,13,30,20
20,0,3,0,2,10,13,30,20,16,10,3,1,2,7.92124838164508,13,30,20
4,0,3,0,2,10,13,30,20,6,10,3,1,2,8,13,30,20
3,0,3,0,2,10,13,30,20,6,10,3,1,2,8,13,30,20
0,0,3,0,2,10,13,30,20,5,10,3,1,2,8,13,30,20
0,0,3,0,2,10,13,30,20,4,10,3,1,2,8,13,30,20
0,0,3,0,2,10,13,30,20,4,10,3,1,2,8,13,30,20
40,0,3.00787892904957,0,2.01126601453154,10,13,30,20.0862499396651,20,0,3.0463911289464,1,2,8,13,30.033459216417,20
40,0,3.00787892904957,0,2.01126601453154,10,13,30,20.0862499396651,20,0,3.0463911289464,1,2,8,13,30.033459216417,20
42,4,3.00750374195197,0,2.01290106969872,10,13,30,20.082142799681,20,0,3.0463911289464,1,2,8,13,30.033459216417,20
43,6,3.00732923632518,0,1.99380552734459,10,13,30,20.080232502014,20,0,3.0463911289464,1,2,8,13,30.033459216417,20
43,6,3.00732923632518,0,1.99380552734459,10,13,30,20.080232502014,20,0,3.0463911289464,1,2,8,13,30.033459216417,20
38,6,3.00829360952586,0,1.99299046515309,10,13,30,20.0907894101738,22,2,3.04217375358763,1,2,8,13,30.03041746947,20
33,6,3.00955021702978,0,2.01115020091412,10,13,30,20.1045453814122,22,2,3.04217375358763,1,2,8,13,30.03041746947,20
29,6,3.01086748834423,0,2.0126881596609,10,13,30,20.1189654340208,22,2,3.04217375358763,1,2,8,13,30.03041746947,20
7,6,3.04502245171182,0,2.03607859234138,10,13,30,20,6,2,3,1,2,8,13,30,20
6,6,3.05252619366378,0,2,10,13,30,20,5,2,3,1,2,8,13,30,20
2,6,2.94046559842835,0,2,10,13,30,20,4,2,3,1,2,8,13,30,20
2,6,2.94046559842835,0,2,10,13,30,20,4,2,3,1,2,8,13,30,20
2,6,2.94046559842835,0,2,10,13,30,20,4,2,3,1,2,8,13,30,20
0,6,2.94046559842835,0,2,10,13,30,20,1,2,3,1,2,8,13,30,20
40,0,3.00192815272918,0,2.03062802383888,10.0669136374194,13.1103952790657,30.0254321788211,19.972030214769,20,0,3,1,1.98971362563891,7.93988341711563,12.8780601999036,30,20
40,0,3.00192815272918,0,2.03062802383888,10.0669136374194,13.1103952790657,30.0254321788211,19.972030214769,20,0,3,1,1.98971362563891,7.93988341711563,12.8780601999036,30,20
38,0,3.00202963445177,0,2.02766401727303,10.0704354078099,13.1162055569112,30.0267707145485,19.9705581208095,20,0,3,1,1.98971362563891,7.93988341711563,12.8780601999036,30,20
42,4,3.00808628913755,0,2.02502934896132,10.2440634074682,13.1051383610149,30.0242211226868,19.8895013779498,20,0,3,1,1.98971362563891,7.93988341711563,12.8780601999036,30,20
42,4,3.00808628913755,0,2.02502934896132,10.2440634074682,13.1051383610149,30.0242211226868,19.8895013779498,20,0,3,1,1.98971362563891,7.93988341711563,12.8780601999036,30,20
41,4,3.01118763285172,0,2.0256398208872,10.250016173504,13.1077027112836,30.0248118817767,19.8868062896071,20,0,3,1,1.98971362563891,7.93988341711563,12.8780601999036,30,20
32,4,2.98845999780874,0,2.03285102051173,9.96529645901033,13,30.0317902235264,20.0200713734123,20,0,3,1,1.98971362563891,7.93988341711563,12.8780601999036,30,20
32,4,2.98845999780874,0,2.03285102051173,9.96529645901033,13,30.0317902235264,20.0200713734123,20,0,3,1,1.98971362563891,7.93988341711563,12.8780601999036,30,20
32,4,2.98845999780874,0,2.03285102051173,9.96529645901033,13,30.0317902235264,20.0200713734123,22,2,3,1,1.99064875058083,7.918016293013,12.889145636276,30,20.0898304419857
12,4,2.99007759973806,0,2,9.90745722402754,13,30.0847739294037,19.8343676882953,4,2,3,1,2,8,13,30,20
8,4,2.98511639960709,0,2,9.8611858360413,13,30,19.7515515324429,4,2,3,1,2,8,13,30,20
1,4,3,0,2,8.88948668833043,13,30,20,3,2,3,1,2,8,13,30,20
1,4,3,0,2,8.88948668833043,13,30,20,3,2,3,1,2,8,13,30,20
0,4,3,0,2,8.88948668833043,13,30,20,3,2,3,1,2,8,13,30,20
40,0,2.98809311968567,0,2.02729478808111,9.92044351985669,12.9482419027319,30.3735665368935,20.6365825362359,20,0,3.02257418901444,1,2,7.96993450519867,12.2890668826936,29.8417730843834,20.0988134861843
40,0,2.98809311968567,0,2.02729478808111,9.92044351985669,12.9482419027319,30.3735665368935,20.6365825362359,20,0,3.02257418901444,1,2,7.96993450519867,12.2890668826936,29.8417730843834,20.0988134861843
42,2,2.98299017097953,0,2.02599503626772,9.92423192367304,12.8811066077014,30.5798053950605,20.6062690821294,20,0,3.02257418901444,1,2,7.96993450519867,12.2890668826936,29.8417730843834,20.0988134861843
45,6,2.98412415958089,0,2.02426203384987,9.92928312876151,12.8890328338547,30.5185453208821,20.5658511433208,22,2,3.02052199001312,1,2,7.97266773199879,12.3536971660851,29.8561573494395,20.0898304419857
45,6,2.98412415958089,0,2.02426203384987,9.92928312876151,12.8890328338547,30.5185453208821,20.5658511433208,22,2,3.02052199001312,1,2,7.97266773199879,12.3536971660851,29.8561573494395,20.0898304419857
41,6,2.99128764855049,0,2.02238788356255,9.92238392181141,12.9495042953482,30.3396432761682,20.6210561329131,22,2,3.02052199001312,1,2,7.97266773199879,12.3536971660851,29.8561573494395,20.0898304419857
33,6,2.98917556335061,0,2.02781524927468,9.9035679028566,12.9372629124023,30.4219810400877,20.7716151954375,22,2,3.02052199001312,1,2,7.97266773199879,12.3536971660851,29.8561573494395,20.0898304419857
31,6,2.99231814173269,0,2.02960978148595,9.89734647723445,12.9332153583637,30.0656314292158,20.8213968209496,19,2,3.02376230422572,1,2,7.96835211073544,12.2516493502038,29.8334453519826,20.1040141959835
10,6,3,0,2,9.88894866883304,13,30.2034574305689,19.8012412259543,5,2,3,1,2,8,13,30,20
10,6,3,0,2,9.88894866883304,13,30.2034574305689,19.8012412259543,5,2,3,1,2,8,13,30,20
