Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-speed,Fox-heat Timer,Fox-sight length,Fox-smell radius
20,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
18,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
15,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
13,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
7,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
7,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
7,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
8,3.03284093979267,0,2.27442089117292,3.79836075226605,12.2823585234537,30.4447521430328,27.78247280286,20,3,1,2,4,13,30,25
8,3.03284093979267,0,2.27442089117292,3.79836075226605,12.2823585234537,30.4447521430328,27.78247280286,20,3,1,2,4,13,30,25
8,3.0562768608103,0,2.23249922454453,3.65775166106537,12.4146460726662,30.2567056569629,28.784559826568,20,3,1,2,4,13,30,25
6,2.99422500477651,0,2.2004419109199,3.71918462349221,12.6761150785103,30.6694594341282,27.9658879870386,20,3,1,2,4,13,30,25
6,2.99422500477651,0,2.2004419109199,3.71918462349221,12.6761150785103,30.6694594341282,27.9658879870386,6,3,1,2,4,13,30,25
3,3.06249578938034,0,1.98820888899096,3.62504242346483,13.3527667979,29.4985427038136,27.6722320632212,6,3,1,2,4,13,30,25
3,3.06249578938034,0,1.98820888899096,3.62504242346483,13.3527667979,29.4985427038136,27.6722320632212,6,3,1,2,4,13,30,25
2,3.09374368407052,0,1.93231333348644,3.43756363519725,13.52915019685,29.2478140557204,29.0083480948318,1,3,1,2,4,13,30,25
2,3.09374368407052,0,1.93231333348644,3.43756363519725,13.52915019685,29.2478140557204,29.0083480948318,1,3,1,2,4,13,30,25
2,3.09374368407052,0,1.93231333348644,3.43756363519725,13.52915019685,29.2478140557204,29.0083480948318,1,3,1,2,4,13,30,25
2,3.09374368407052,0,1.93231333348644,3.43756363519725,13.52915019685,29.2478140557204,29.0083480948318,1,3,1,2,4,13,30,25
2,3.09374368407052,0,1.93231333348644,3.43756363519725,13.52915019685,29.2478140557204,29.0083480948318,1,3,1,2,4,13,30,25
1,3,0,2.1,4,13,30,25,1,3,1,2,4,13,30,25
