Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-infant factor,Rabbit-growth factor,Rabbit-speed,Rabbit-heat Timer
40,3,0,2,0.1,0.2,3,20
40,3,0,2,0.1,0.2,3,20
40,3,0,2,0.1,0.2,3,20
42,2.98672357088596,0,1.97619047619048,0.09872035939188,0.199047797879387,3.03502465471278,20.0357210490137
46,2.99214734379554,0,1.95652173913043,0.098781081103342,0.201060240416977,3.04338345904792,20.1609181285299
46,2.99214734379554,0,1.95652173913043,0.098781081103342,0.201060240416977,3.04338345904792,20.1609181285299
46,3.00647906391943,0,2.02173913043478,0.10075966546206,0.202812431435622,3.00282713021293,20.2743102009619
53,3.00371448638133,0,2,0.0993347957057227,0.200837599553958,3.00169862733497,20.2165196995932
53,3.00849066133284,0,1.9622641509434,0.0990409009150158,0.202794678235746,2.99507059372152,20.0128882764498
55,2.99224605896659,0,1.98181818181818,0.101016996433456,0.202005090330534,3.00694466575036,19.8692330388078
32,3.00091189248864,0,2.03125,0.101987813878634,0.204042287171892,3.01727357813226,19.7671964291383
29,3.01497550192781,0,2.06896551724138,0.103011748573754,0.202636469601608,3.04583453070431,19.8865147330855
29,3.07033918261622,0,1.96551724137931,0.100910590251204,0.20318852481701,3.04640117055308,19.8015410685502
32,3.01323234662616,0,2,0.0981791896911607,0.209159626618109,3.0600590250315,19.7175167123949
34,2.99134968271857,0,2,0.0976019282611561,0.209240306274417,3.06055520762091,19.8009529295097
34,2.9813369475834,0,2.02941176470588,0.0989753761370842,0.208177878072505,3.01285303793634,20.0309276422084
33,2.99904065223464,0,2.03030303030303,0.0996861977886863,0.205361672365048,3.00074454422733,20.0318648434874
30,2.93653699193862,0,2.03333333333333,0.0975351860245006,0.204619143937187,2.99279169734608,20.1102991163269
31,2.94045200182159,0,2.03225806451613,0.0978001735552134,0.206773494845415,3.02201899627138,20.0055250850541
30,2.9669013182597,0,2,0.0976128302282799,0.206844415250899,3.01186771482854,20.0252380195886
30,2.9669013182597,0,2,0.0976128302282799,0.206844415250899,3.01186771482854,20.0252380195886
28,2.95147399570497,0,2.03571428571429,0.0982868174101614,0.207333302054535,3.05321269739482,20.0030382318939
27,2.98147233776222,0,2.11111111111111,0.0998670834128716,0.207191120200215,3.05219338190975,20.2301530910067
