Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-speed,Fox-heat Timer,Fox-sight length,Fox-smell radius
20,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
18,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
16,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
13,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
12,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
10,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
8,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
8,3,0,2.1,4,13,30,25,24,3.00779592969044,1,1.97381506125692,3.88900811493719,13.0554882540833,30.2323859875189,24.0847872510343
6,3,0,2.1,4,13,30,25,24,3.00779592969044,1,1.97381506125692,3.88900811493719,13.0554882540833,30.2323859875189,24.0847872510343
5,3,0,2.1,4,13,30,25,24,3.00779592969044,1,1.97381506125692,3.88900811493719,13.0554882540833,30.2323859875189,24.0847872510343
5,3,0,2.1,4,13,30,25,24,3.00779592969044,1,1.97381506125692,3.88900811493719,13.0554882540833,30.2323859875189,24.0847872510343
