Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-infant factor,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-infant factor,Fox-speed,Fox-heat Timer,Fox-sight length,Fox-smell radius
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
0,3.60823229149786,0,1.88818239361604,0.10521455702612,9.54975320622831,17.7807040691066,28.3847726285474,26.8918107825981,0,2,1,2,0.1,11,20,30,25
