Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-speed,Fox-heat Timer,Fox-sight length,Fox-smell radius
20,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
20,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
17,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
16,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
14,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
13,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
11,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
11,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
10,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
11,3.140835568316,0,2.12239337878606,4.00496868889571,13.3054028716106,29.0240462725072,25.3187770817798,17,3,1,2,4,13,30,25
11,3.140835568316,0,2.12239337878606,4.00496868889571,13.3054028716106,29.0240462725072,25.3187770817798,11,3,1,2,4,13,30,25
