Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-speed,Fox-heat Timer,Fox-sight length,Fox-smell radius
20,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
19,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
14,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
13,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
10,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
10,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
8,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
8,2.87893307422216,0,2.22940138793745,3.64363391945761,13.1759276314301,29.4520213132966,23.9250168286593,20,3,1,2,4,13,30,25
8,2.87893307422216,0,2.22940138793745,3.64363391945761,13.1759276314301,29.4520213132966,23.9250168286593,20,3,1,2,4,13,30,25
5,2.80629291875545,0,2.30704222069992,3.42981427113218,13.2814842102881,29.1232341012746,23.2800269258548,20,3,1,2,4,13,30,25
2,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
2,3,0,2.1,4,13,30,25,4,3,1,2,4,13,30,25
2,3,0,2.1,4,13,30,25,3,3,1,2,4,13,30,25
