Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-infant factor,Rabbit-growth factor,Rabbit-speed,Rabbit-heat Timer
40,3,0,2,0.1,0.002,3,600
40,3,0,2,0.1,0.002,3,600
40,3,0,2,0.1,0.002,3,600
40,3,0,2,0.1,0.002,3,600
40,3,0,2,0.1,0.002,3,600
40,3,0,2,0.1,0.002,3,600
40,3,0,2,0.1,0.002,3,600
38,3,0,2,0.1,0.002,3,600
38,3,0,2,0.1,0.002,3,600
38,3,0,2,0.1,0.002,3,600
38,3,0,2,0.1,0.002,3,600
38,3,0,2,0.1,0.002,3,600
38,3,0,2,0.1,0.002,3,600
38,3,0,2,0.1,0.002,3,600
40,2.98647713952171,0,2,0.0996820802584263,0.00200473108549711,2.9994285174986,597.21670478616
42,3.00864299047218,0,2,0.100397181270466,0.00202829985998309,3.00642287585446,600.057851616075
44,3.0082501272689,0,1.97727272727273,0.100399513494252,0.00202701350271113,2.98587804916253,603.015107684967
46,3.00789142608329,0,2,0.10052696919817,0.00201197260119753,3.01834468442305,606.23225427784
46,3.00789142608329,0,2,0.10052696919817,0.00201197260119753,3.01834468442305,606.23225427784
48,3.00125605114979,0,2,0.099762277742575,0.00201786277733908,3.00124508871272,602.103167563756
49,3.0024631259789,0,2.04081632653061,0.0994981834882759,0.00201105996897839,3.01176465815879,600.546835925069
50,2.99439262486943,0,2.02,0.0989819075238097,0.00200999013109637,3.00528336314275,602.76253537764
52,3.00231296407915,0,2.03846153846154,0.0988247941964626,0.00200146646893798,3.014825811771,601.605503543076
54,3.02772126848398,0,2.05555555555556,0.0988880706391261,0.00198791712170196,3.02003331012421,603.150603216294
51,3.02428705689856,0,2,0.0997112280979773,0.00197812861059073,3.04140698942226,598.970712968068
49,3.03346330268002,0,2,0.100496021171323,0.00197810185847448,3.0494705419016,598.928701252479
52,2.9975986390159,0,2.01923076923077,0.101028033209992,0.00199911121214189,3.0271966185311,597.61262081831
50,3.00413650580847,0,1.98,0.10069576614892,0.00199206835945036,3.00368788390499,597.699042535865
49,3.03256238789097,0,2.06122448979592,0.100446707854189,0.00200082838455337,2.97987683087029,595.770281859322
50,3.05282767661919,0,2.1,0.100930764291402,0.00200064850809503,2.98584182496121,591.811429781331
52,3.02133644347539,0,2.01923076923077,0.100306204363995,0.00198507612467891,2.99137453332747,594.107136641269
52,3.02811510073518,0,2,0.100310770856748,0.00198921422855775,2.99137453332747,595.662320836099
59,3.01435130501346,0,2.01694915254237,0.0993879083263989,0.00198879748185932,3.02701615389597,595.1951898166
61,3.04611735512291,0,2.0655737704918,0.0991346103817067,0.00198349125378076,3.0910280738522,594.727783811288
59,3.06016768159444,0,2.05084745762712,0.0999143640862338,0.00197684222303683,3.0948388069188,592.678766244835
59,3.08565814129244,0,1.98305084745763,0.100234903932534,0.00197781471477697,3.09028380929791,601.385625969526
58,3.07016055043681,0,1.93103448275862,0.101242139665626,0.00198930540902859,3.07871497289576,598.878735433019
55,3.02907824521977,0,1.90909090909091,0.101653527638916,0.00200283627159305,3.04636916798746,602.177915175093
54,3.00252524627406,0,1.94444444444444,0.101037831080316,0.00201184896705312,3.02138010198966,601.723341532532
52,3.02115866476208,0,1.92307692307692,0.100359579000104,0.00198904767001353,3.02189887175863,601.691746006878
54,3.06124475782489,0,2,0.100698327469482,0.0019660148774311,3.00027954001232,606.458983053985
55,3.03223715496458,0,2.05454545454545,0.0998110522678513,0.00196122340049685,2.98894553583175,606.898889891522
59,3.02340669419741,0,2.01694915254237,0.10027769890916,0.00197812267147876,2.97427904388385,602.086139392623
63,3.01285865795855,0,2,0.0999806607899038,0.00198457709903292,2.97797497529971,600.981443157583
68,3.04322569951123,0,1.92647058823529,0.100402201370254,0.00199654582603064,3.00508667914509,602.297696964561
64,3.04684848411053,0,1.9375,0.100288337560727,0.00198849269744746,3.01815691265467,601.526918505462
61,3.02555937449787,0,1.95081967213115,0.100457740594887,0.00198459680593238,3.00251555776672,602.21182798206
63,3.02457356702277,0,2.03174603174603,0.0984030022884173,0.00198394863324501,3.0253513648949,601.281980552284
64,3.01984285948632,0,1.984375,0.0978068595949686,0.00197738841849833,2.99729044906225,601.547184247395
68,2.99307728544908,0,1.97058823529412,0.0985510988431615,0.00199749869038334,2.98625266100734,603.425318436353
30,2.97338610590519,0,1.96666666666667,0.0973888243939102,0.00197891709600601,2.91958246176413,613.721465778316
28,2.94956570591659,0,1.92857142857143,0.0974387453032159,0.00197741117429216,2.8900090361818,616.369647292165
27,2.94769776909869,0,1.96296296296296,0.0968411418973167,0.00197625293490708,2.88593529678113,616.975930525208
27,2.94769776909869,0,1.96296296296296,0.0968411418973167,0.00197625293490708,2.88593529678113,616.975930525208
25,2.872801642749,0,1.96,0.0958145813540647,0.00198361903155979,2.87681012052362,611.23848658897
25,2.872801642749,0,1.96,0.0958145813540647,0.00198361903155979,2.87681012052362,611.23848658897
25,2.872801642749,0,1.96,0.0958145813540647,0.00198361903155979,2.87681012052362,611.23848658897
24,2.89101905475283,0,1.91666666666667,0.0953999447388929,0.00199210491864526,2.8887172260391,611.882929294414
24,2.89101905475283,0,1.91666666666667,0.0953999447388929,0.00199210491864526,2.8887172260391,611.882929294414
24,2.89101905475283,0,1.91666666666667,0.0953999447388929,0.00199210491864526,2.8887172260391,611.882929294414
23,2.88781478441124,0,1.91304347826087,0.0957520335958741,0.00199176165423853,2.85660181258132,612.399578394171
23,2.88781478441124,0,1.91304347826087,0.0957520335958741,0.00199176165423853,2.85660181258132,612.399578394171
23,2.88781478441124,0,1.91304347826087,0.0957520335958741,0.00199176165423853,2.85660181258132,612.399578394171
24,2.90336987709629,0,1.875,0.0996214344147773,0.00210869815552498,2.86159090450514,624.300863219329
24,2.90336987709629,0,1.875,0.0996214344147773,0.00210869815552498,2.86159090450514,624.300863219329
23,2.89774623109664,0,1.8695652173913,0.100200439420404,0.00211342416228693,2.84759891040113,625.357422489734
