Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-speed,Fox-heat Timer,Fox-sight length,Fox-smell radius
20,3,0,2.1,5,13,30,25,20,3,1,2,3,13,30,25
20,3,0,2.1,5,13,30,25,20,3,1,2,3,13,30,25
19,3,0,2.1,5,13,30,25,20,3,1,2,3,13,30,25
19,3,0,2.1,5,13,30,25,20,3,1,2,3,13,30,25
18,3,0,2.1,5,13,30,25,20,3,1,2,3,13,30,25
18,3,0,2.1,5,13,30,25,20,3,1,2,3,13,30,25
18,3,0,2.1,5,13,30,25,20,3,1,2,3,13,30,25
17,3,0,2.1,5,13,30,25,22,2.94021259003168,1,2.00192546775984,3.01405360977507,12.8842833360145,30.1210649037897,25.2546306262695
17,3,0,2.1,5,13,30,25,22,2.94021259003168,1,2.00192546775984,3.01405360977507,12.8842833360145,30.1210649037897,25.2546306262695
17,3,0,2.1,5,13,30,25,22,2.94021259003168,1,2.00192546775984,3.01405360977507,12.8842833360145,30.1210649037897,25.2546306262695
15,3,0,2.1,5,13,30,25,22,2.94021259003168,1,2.00192546775984,3.01405360977507,12.8842833360145,30.1210649037897,25.2546306262695
4,3,0,2.1,5,13,30,25,7,3,1,2,3,13,30,25
4,3,0,2.1,5,13,30,25,7,3,1,2,3,13,30,25
4,3,0,2.1,5,13,30,25,7,3,1,2,3,13,30,25
4,3,0,2.1,5,13,30,25,7,3,1,2,3,13,30,25
3,3,0,2.1,5,13,30,25,7,3,1,2,3,13,30,25
1,3,0,2.1,5,13,30,25,7,3,1,2,3,13,30,25
