Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-speed,Fox-heat Timer,Fox-sight length,Fox-smell radius
20,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
20,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
20,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
19,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
19,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
19,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
19,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
19,3,0,2.1,4,13,30,25,24,3.03815791949022,1,1.99638807214029,4.07641654734509,12.8399687381782,30.2067718675375,24.4807122189691
20,2.94254654699825,0,2.12712236513733,4.00932311295234,13.1680893194531,30.6552301148292,24.9217516779964,26,3.05404811723989,1,2.05852368993085,4.02747331374919,12.6680890566867,30.3199936856367,25.0073872878038
23,2.93418828724844,0,2.13889138216233,4.14456730342113,13.1246400166046,30.4231230617576,24.9000568440999,26,3.05404811723989,1,2.05852368993085,4.02747331374919,12.6680890566867,30.3199936856367,25.0073872878038
23,2.93418828724844,0,2.13889138216233,4.14456730342113,13.1246400166046,30.4231230617576,24.9000568440999,26,3.05404811723989,1,2.05852368993085,4.02747331374919,12.6680890566867,30.3199936856367,25.0073872878038
23,2.93418828724844,0,2.13889138216233,4.14456730342113,13.1246400166046,30.4231230617576,24.9000568440999,26,3.05404811723989,1,2.05852368993085,4.02747331374919,12.6680890566867,30.3199936856367,25.0073872878038
22,2.93917174345427,0,2.0971071774592,4.1221971102957,13.0641133095387,30.5933524811897,25.2680897087272,26,3.05404811723989,1,2.05852368993085,4.02747331374919,12.6680890566867,30.3199936856367,25.0073872878038
22,2.93917174345427,0,2.0971071774592,4.1221971102957,13.0641133095387,30.5933524811897,25.2680897087272,26,3.05404811723989,1,2.05852368993085,4.02747331374919,12.6680890566867,30.3199936856367,25.0073872878038
20,2.90012647037643,0,2.12191598652408,4.07158594438267,13.0900254991614,30.2610938713007,25.2113135201974,28,3.05236041664138,1,2.04081460577249,3.98016554584055,12.6526734860665,30.7039476815453,25.1524073619812
19,2.89486996881729,0,2.12306945949903,4.07535362566597,13.0947636833278,30.2748356540008,25.2224352844183,28,3.05236041664138,1,2.04081460577249,3.98016554584055,12.6526734860665,30.7039476815453,25.1524073619812
18,2.88902941152936,0,2.12435109613787,4.07953993820297,13.1000283324016,30.2901043014453,25.2347928002193,30,3.09419676980325,1,2.04766239685731,3.9333790694241,12.642705369999,30.4152114941884,24.6942265340248
17,2.88250172985462,0,2.12578351355774,4.08421875809726,13.1059123519546,30.3071692603538,25.2486041414087,30,3.09419676980325,1,2.04766239685731,3.9333790694241,12.642705369999,30.4152114941884,24.6942265340248
14,2.93162178149132,0,2.11278516078399,4.08016803300995,13.1072823189167,30.2345296884475,25.3718619197873,30,3.09419676980325,1,2.04766239685731,3.9333790694241,12.642705369999,30.4152114941884,24.6942265340248
13,2.93473834365874,0,2.09199018674884,4.09578897143127,12.8799018149359,29.3936365484178,25.4454797572322,30,3.09419676980325,1,2.04766239685731,3.9333790694241,12.642705369999,30.4152114941884,24.6942265340248
12,2.92929987229697,0,2.09132270231125,4.10377138571721,12.8698936328472,29.3431062607859,25.4826030703349,30,3.09419676980325,1,2.04766239685731,3.9333790694241,12.642705369999,30.4152114941884,24.6942265340248
12,2.92929987229697,0,2.09132270231125,4.10377138571721,12.8698936328472,29.3431062607859,25.4826030703349,30,3.09419676980325,1,2.04766239685731,3.9333790694241,12.642705369999,30.4152114941884,24.6942265340248
12,2.92929987229697,0,2.09132270231125,4.10377138571721,12.8698936328472,29.3431062607859,25.4826030703349,30,3.09419676980325,1,2.04766239685731,3.9333790694241,12.642705369999,30.4152114941884,24.6942265340248
11,2.92287258796033,0,2.09053385706682,4.11320514805514,12.8580657812879,29.2833886481301,25.526476076729,30,3.09419676980325,1,2.04766239685731,3.9333790694241,12.642705369999,30.4152114941884,24.6942265340248
9,2.90573316306262,0,2.08843026974833,4.13836184762295,12.8265248437963,29.1241416810479,25.6434707604465,30,3.09419676980325,1,2.04766239685731,3.9333790694241,12.642705369999,30.4152114941884,24.6942265340248
9,2.90573316306262,0,2.08843026974833,4.13836184762295,12.8265248437963,29.1241416810479,25.6434707604465,30,3.09419676980325,1,2.04766239685731,3.9333790694241,12.642705369999,30.4152114941884,24.6942265340248
9,2.90573316306262,0,2.08843026974833,4.13836184762295,12.8265248437963,29.1241416810479,25.6434707604465,30,3.09419676980325,1,2.04766239685731,3.9333790694241,12.642705369999,30.4152114941884,24.6942265340248
9,2.90573316306262,0,2.08843026974833,4.13836184762295,12.8265248437963,29.1241416810479,25.6434707604465,30,3.09419676980325,1,2.04766239685731,3.9333790694241,12.642705369999,30.4152114941884,24.6942265340248
9,2.90573316306262,0,2.08843026974833,4.13836184762295,12.8265248437963,29.1241416810479,25.6434707604465,30,3.09419676980325,1,2.04766239685731,3.9333790694241,12.642705369999,30.4152114941884,24.6942265340248
9,2.90573316306262,0,2.08843026974833,4.13836184762295,12.8265248437963,29.1241416810479,25.6434707604465,30,3.09419676980325,1,2.04766239685731,3.9333790694241,12.642705369999,30.4152114941884,24.6942265340248
4,3,0,2.1,4,13,30,25,30,3.09419676980325,1,2.04766239685731,3.9333790694241,12.642705369999,30.4152114941884,24.6942265340248
1,3,0,2.1,4,13,30,25,30,3.09419676980325,1,2.04766239685731,3.9333790694241,12.642705369999,30.4152114941884,24.6942265340248
0,3,0,2.1,4,13,30,25,30,3.09419676980325,1,2.04766239685731,3.9333790694241,12.642705369999,30.4152114941884,24.6942265340248
0,3,0,2.1,4,13,30,25,30,3.09419676980325,1,2.04766239685731,3.9333790694241,12.642705369999,30.4152114941884,24.6942265340248
0,3,0,2.1,4,13,30,25,30,3.09419676980325,1,2.04766239685731,3.9333790694241,12.642705369999,30.4152114941884,24.6942265340248
0,3,0,2.1,4,13,30,25,30,3.09419676980325,1,2.04766239685731,3.9333790694241,12.642705369999,30.4152114941884,24.6942265340248
0,3,0,2.1,4,13,30,25,30,3.09419676980325,1,2.04766239685731,3.9333790694241,12.642705369999,30.4152114941884,24.6942265340248
0,3,0,2.1,4,13,30,25,30,3.09419676980325,1,2.04766239685731,3.9333790694241,12.642705369999,30.4152114941884,24.6942265340248
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
0,3,0,2.1,4,13,30,25,32,3.10553897757991,1,2.05964327492623,3.96798919451237,12.6513014254426,30.2874592056809,24.5703432072959
