Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-infant factor,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-infant factor,Fox-speed,Fox-heat Timer,Fox-sight length,Fox-smell radius
11,3.03730081089205,0,2.04049432494399,0.0942898768168807,8.92149538862731,20.813051916098,29.2053403142995,25.2221057524464,2,2,1,2,0.1,11,20,30,25
11,3.03730081089205,0,2.04049432494399,0.0942898768168807,8.92149538862731,20.813051916098,29.2053403142995,25.2221057524464,2,2,1,2,0.1,11,20,30,25
10,3.04667401434498,0,2.04516761600418,0.0975682452089754,8.86958060007052,20.1379401061944,28.711065663432,24.9654094104765,2,2,1,2,0.1,11,20,30,25
8,3.12173798733241,0,2.10543772885848,0.0985660835205451,9.1295836114295,20.7527056730781,28.0938217909838,25.4177113159248,2,2,1,2,0.1,11,20,30,25
8,3.12173798733241,0,2.10543772885848,0.0985660835205451,9.1295836114295,20.7527056730781,28.0938217909838,25.4177113159248,2,2,1,2,0.1,11,20,30,25
8,3.12173798733241,0,2.10543772885848,0.0985660835205451,9.1295836114295,20.7527056730781,28.0938217909838,25.4177113159248,2,2,1,2,0.1,11,20,30,25
8,3.12173798733241,0,2.10543772885848,0.0985660835205451,9.1295836114295,20.7527056730781,28.0938217909838,25.4177113159248,2,2,1,2,0.1,11,20,30,25
8,3.12173798733241,0,2.10543772885848,0.0985660835205451,9.1295836114295,20.7527056730781,28.0938217909838,25.4177113159248,1,2,1,2,0.1,11,20,30,25
8,3.12173798733241,0,2.10543772885848,0.0985660835205451,9.1295836114295,20.7527056730781,28.0938217909838,25.4177113159248,1,2,1,2,0.1,11,20,30,25
10,3.11574592602312,0,2.04865499175105,0.0964801288515401,9.34709952381976,20.6927637127908,29.7823809435201,24.8510223727329,1,2,1,2,0.1,11,20,30,25
12,3.02231477665011,0,2.08106953869737,0.10217942112853,9.71646417271262,21.1945036463611,30.24417707677,25.8301157710103,1,2,1,2,0.1,11,20,30,25
11,3.00702196896706,0,2.11296016916213,0.103391238768988,10.071085807961,21.2335895393313,30.8265963409346,25.8541138196191,1,2,1,2,0.1,11,20,30,25
8,3.11370403740485,0,2.09552318052247,0.106943098270056,9.63443891319265,20.5153237441259,29.8573054823553,24.8978847439761,1,2,1,2,0.1,11,20,30,25
8,3.11370403740485,0,2.09552318052247,0.106943098270056,9.63443891319265,20.5153237441259,29.8573054823553,24.8978847439761,1,2,1,2,0.1,11,20,30,25
7,3.07136289344686,0,2.09891747565288,0.105251450690181,9.57841754897382,19.9762014623758,29.620012940187,24.692664801773,1,2,1,2,0.1,11,20,30,25
7,3.07136289344686,0,2.09891747565288,0.105251450690181,9.57841754897382,19.9762014623758,29.620012940187,24.692664801773,1,2,1,2,0.1,11,20,30,25
7,3.07136289344686,0,2.09891747565288,0.105251450690181,9.57841754897382,19.9762014623758,29.620012940187,24.692664801773,1,2,1,2,0.1,11,20,30,25
7,3.07136289344686,0,2.09891747565288,0.105251450690181,9.57841754897382,19.9762014623758,29.620012940187,24.692664801773,1,2,1,2,0.1,11,20,30,25
7,3.07136289344686,0,2.09891747565288,0.105251450690181,9.57841754897382,19.9762014623758,29.620012940187,24.692664801773,1,2,1,2,0.1,11,20,30,25
9,3.12824604332622,0,2.11329537392798,0.0994250854070598,9.74507025760136,20.5320622132135,28.4598681525965,25.1947890561627,1,2,1,2,0.1,11,20,30,25
