Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-infant factor,Rabbit-growth factor,Rabbit-speed,Rabbit-heat Timer,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-infant factor,Fox-growth factor,Fox-speed,Fox-heat Timer
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
28,3.00000826455653,0.00773158659354392,1.85714285714286,0.0965034483632954,0.201265467371317,3.00045018109148,19.9949091356789,20,3,0,2,0.1,0.2,3,20
28,3.00000826455653,0.00773158659354392,1.85714285714286,0.0965034483632954,0.201265467371317,3.00045018109148,19.9949091356789,20,3,0,2,0.1,0.2,3,20
28,3.00000826455653,0.00773158659354392,1.85714285714286,0.0965034483632954,0.201265467371317,3.00045018109148,19.9949091356789,20,3,0,2,0.1,0.2,3,20
28,3.00000826455653,0.00773158659354392,1.85714285714286,0.0965034483632954,0.201265467371317,3.00045018109148,19.9949091356789,20,3,0,2,0.1,0.2,3,20
28,3.00000826455653,0.00773158659354392,1.85714285714286,0.0965034483632954,0.201265467371317,3.00045018109148,19.9949091356789,20,3,0,2,0.1,0.2,3,20
32,3.00003371149216,0.00888101369905333,1.84375,0.0943808098297477,0.19920150330253,2.9996290145964,19.9951088156077,20,3,0,2,0.1,0.2,3,20
23,3.00044102027182,0.01485938180687,1.73913043478261,0.0952155265550161,0.196874258819646,2.99782530387722,19.9914063789639,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
23,3.00044102027182,0.01485938180687,1.73913043478261,0.0952155265550161,0.196874258819646,2.99782530387722,19.9914063789639,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
25,2.99953687544608,0.0136706312623204,1.76,0.0960487428039586,0.200874795241942,2.99774681726466,19.992140384805,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
25,2.99953687544608,0.0136706312623204,1.76,0.0960487428039586,0.200874795241942,2.99774681726466,19.992140384805,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
25,2.99953687544608,0.0136706312623204,1.76,0.0960487428039586,0.200874795241942,2.99774681726466,19.992140384805,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
25,2.99953687544608,0.0136706312623204,1.76,0.0960487428039586,0.200874795241942,2.99774681726466,19.992140384805,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
