Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-infant factor,Rabbit-growth factor,Rabbit-speed,Rabbit-heat Timer,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-infant factor,Fox-growth factor,Fox-speed,Fox-heat Timer
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
22,3.00011685385205,0.00256545077282173,2,0.0997764187101927,0.199535749882074,3.0002516167176,19.9974562688126,20,3,0,2,0.1,0.2,3,20
26,3.00087996004549,0.002505007724083,1.88461538461538,0.101301936214823,0.201805447521027,2.9969644061598,19.9980906401125,20,3,0,2,0.1,0.2,3,20
26,3.00087996004549,0.002505007724083,1.88461538461538,0.101301936214823,0.201805447521027,2.9969644061598,19.9980906401125,20,3,0,2,0.1,0.2,3,20
28,3.00061897613037,0.00462310229909485,1.82142857142857,0.102751086821531,0.201707227804961,2.99452211614111,19.9967427446924,20,3,0,2,0.1,0.2,3,20
28,3.00061897613037,0.00462310229909485,1.82142857142857,0.102751086821531,0.201707227804961,2.99452211614111,19.9967427446924,20,3,0,2,0.1,0.2,3,20
25,3.00292528166386,0.00786743514326747,1.68,0.106280148507226,0.200260183071839,2.99104702736207,19.998659621592,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
25,3.00292528166386,0.00786743514326747,1.68,0.106280148507226,0.200260183071839,2.99104702736207,19.998659621592,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
25,3.00292528166386,0.00786743514326747,1.68,0.106280148507226,0.200260183071839,2.99104702736207,19.998659621592,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
25,3.00292528166386,0.00786743514326747,1.68,0.106280148507226,0.200260183071839,2.99104702736207,19.998659621592,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
25,3.00292528166386,0.00786743514326747,1.68,0.106280148507226,0.200260183071839,2.99104702736207,19.998659621592,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
27,3.00103355146199,0.00752019836676075,1.62962962962963,0.103391094340073,0.199867592998546,2.99017758942097,19.9985429787191,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
29,3.00056679337472,0.00700156399663932,1.62068965517241,0.103905349379169,0.202383535650288,2.99036183508371,19.9955005086713,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
33,3.00092030842655,0.00731422552025065,1.60606060606061,0.0994828350502585,0.202520500688231,2.99219357108582,19.997126106311,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
30,2.99856133581875,0.00911944012653549,1.6,0.100225298950259,0.203018279416951,2.99215975758235,20.001601352383,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
30,2.99856133581875,0.00911944012653549,1.6,0.100225298950259,0.203018279416951,2.99215975758235,20.001601352383,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
30,2.99856133581875,0.00911944012653549,1.6,0.100225298950259,0.203018279416951,2.99215975758235,20.001601352383,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
29,2.99846769548861,0.00875314270900495,1.62068965517241,0.0994441578754782,0.203627773786262,2.99330415621244,20.0016643784485,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
28,2.99630942107237,0.00906575494861227,1.57142857142857,0.0965542335230902,0.201170010560372,2.99147653156722,19.9980322382602,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
29,2.99854826402699,0.00897870106664807,1.55172413793103,0.0948865480726482,0.203867699822478,2.99154476953673,19.9949775978663,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
30,2.99515200563379,0.00905506084208661,1.5,0.0894854195693554,0.208802992298906,2.99285915986731,19.9909653552777,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
26,2.99364286650437,0.00856372824729973,1.5,0.0869715098455512,0.212574829423978,2.99418844399714,19.9901962552877,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
26,2.99364286650437,0.00856372824729973,1.5,0.0869715098455512,0.212574829423978,2.99418844399714,19.9901962552877,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
28,2.98627734501076,0.0079520333724926,1.46428571428571,0.0896848449808634,0.214956147332728,2.99371825754234,19.9947209126833,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
29,2.98741975619431,0.00767782532516527,1.44827586206897,0.0886022135359564,0.217843628643774,2.99207600076893,19.99732820521,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
30,2.99209661504703,0.00742189781432643,1.43333333333333,0.0888067065977649,0.218902597767889,2.99142312841556,20.0002716655969,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
31,2.99491861651432,0.00828655017745374,1.41935483870968,0.0856748946913845,0.218910500656085,2.99791394948756,20.0009413013236,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
28,2.99428846207259,0.00817014023556542,1.42857142857143,0.0878758602684636,0.220982404165989,2.99845125142718,19.9991560502729,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
27,2.99506681301877,0.00562497301744451,1.40740740740741,0.0884656416940033,0.220000512063715,2.99834673293977,19.991396486717,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
