Rabbit-population,Rabbit-born children,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius,Fox-population,Fox-born children,Fox-max size,Fox-diet factor,Fox-#children,Fox-speed,Fox-heat Timer,Fox-sight length,Fox-smell radius
1,0,3,0,2,10,13,30,12.8811406220463,0,0,3,1,2,8,13,30,20
40,0,3.12270728326161,0,1.92342751477345,10.0034592800883,12.9390891934968,34.6994445362056,19.9407076808891,20,0,2.92587762311098,1,2.01644123036375,8.43531514082791,13,30.2754178779407,19.6944852824409
40,0,3.12270728326161,0,1.92342751477345,10.0034592800883,12.9390891934968,34.6994445362056,19.9407076808891,20,0,2.92587762311098,1,2.01644123036375,8.43531514082791,13,30.2754178779407,19.6944852824409
38,0,3.12916556132801,0,1.93192505470641,10.0036413474613,12.9358833615755,34.6715813165816,19.9375870325149,20,0,2.92587762311098,1,2.01644123036375,8.43531514082791,13,30.2754178779407,19.6944852824409
37,0,3.13265652244498,0,1.9300851913201,10.0037397622576,12.934150479456,34.5151999624858,19.9359001955558,20,0,2.92587762311098,1,2.01644123036375,8.43531514082791,13,30.2754178779407,19.6944852824409
34,0,3.14436150971954,0,1.92959135303718,10.0088587411475,12.9283402276432,34.6060207998192,19.9302443304578,20,0,2.92587762311098,1,2.01644123036375,8.43531514082791,13,30.2754178779407,19.6944852824409
33,0,3.14873610092316,0,1.937308390944,10.009127187849,12.92616871939,34.4286974477493,19.9281305222899,20,0,2.92587762311098,1,2.01644123036375,8.43531514082791,13,30.2754178779407,19.6944852824409
31,0,3.15833197840207,0,1.9332637710049,10.0027395934945,12.8866339459321,34.0397300948219,19.9234937817924,20,0,2.92587762311098,1,2.01644123036375,8.43531514082791,13,30.2754178779407,19.6944852824409
28,0,3.17529611894515,0,1.93150562468463,10.0030331213689,12.8744875829963,33.7255803608297,19.9152966869845,20,0,2.92587762311098,1,2.01644123036375,8.43531514082791,13,30.2754178779407,19.6944852824409
26,0,3.18878043578709,0,1.93873955342529,10.0032664383973,12.8986245862662,33.6099445648118,19.9087810475218,20,0,2.92587762311098,1,2.01644123036375,8.43531514082791,13,30.2754178779407,19.6944852824409
18,0,3.1674117105786,0,1.92828830939407,9.99095411136195,12.9023792312193,32.9049142828122,19.6045078123359,8,0,2.95511046369374,1,2.04110307590938,8.39167053942017,13,30.6885446948517,20.0601164093539
7,0,3.14349575192451,0,1.93529403284951,10,13,30,18.9830200888638,8,0,2.95511046369374,1,2.04110307590938,8.39167053942017,13,30.6885446948517,20.0601164093539
2,0,3,0,2,10,13,30,16.4405703110231,3,0,3,1,2.10960820242502,8.67601425797298,13,31.8361191862713,20
2,0,3,0,2,10,13,30,16.4405703110231,1,0,3,1,2,10.0280427739189,13,30,20
1,0,3,0,2,10,13,30,20,1,0,3,1,2,10.0280427739189,13,30,20
40,0,3.13224699582776,0,1.89527016194559,10.0309438322626,13.2757489810307,34.8755256181895,19.7984111304699,20,0,2.97247555345726,1,2.03132880846642,8.30713314089271,13.0752883620641,30.7746129368063,20.1970417447627
40,0,3.13224699582776,0,1.89527016194559,10.0309438322626,13.2757489810307,34.8755256181895,19.7984111304699,20,0,2.97247555345726,1,2.03132880846642,8.30713314089271,13.0752883620641,30.7746129368063,20.1970417447627
39,0,3.13563794443872,0,1.89258478148266,10.031737263859,13.2551806109039,34.732393161781,19.7932421850973,20,0,2.97247555345726,1,2.03132880846642,8.30713314089271,13.0752883620641,30.7746129368063,20.1970417447627
38,0,3.13920736402922,0,1.88975806520589,10.0325724550132,13.2618958901382,34.8569298239331,19.9751395946513,20,0,2.97247555345726,1,2.03132880846642,8.30713314089271,13.0752883620641,30.7746129368063,20.1970417447627
37,0,3.1158218802605,0,1.8867785534547,10.0334527916352,13.2689741574393,34.9881981975529,20,20,0,2.97247555345726,1,2.03132880846642,8.30713314089271,13.0752883620641,30.7746129368063,20.1970417447627
37,0,3.1158218802605,0,1.8867785534547,10.0334527916352,13.2689741574393,34.9881981975529,20,20,0,2.97247555345726,1,2.03132880846642,8.30713314089271,13.0752883620641,30.7746129368063,20.1970417447627
34,0,3.12604145793055,0,1.87678842581835,10.0364045085442,13.229300382156,34.5055958545614,20,20,0,2.97247555345726,1,2.03132880846642,8.30713314089271,13.0752883620641,30.7746129368063,20.1970417447627
33,0,3.12986089604966,0,1.87762991114671,10.0375076754698,13.236248878585,34.6421290622753,20,20,0,2.97247555345726,1,2.03132880846642,8.30713314089271,13.0752883620641,30.7746129368063,20.1970417447627
31,0,3.13823901837544,0,1.87460540831804,10.0399275255001,13.216719276688,34.6042763753859,20,20,0,2.97247555345726,1,2.03132880846642,8.30713314089271,13.0752883620641,30.7746129368063,20.1970417447627
25,0,3.10307742217532,0,1.86959198943131,10.0495101316201,13.2256152864542,34.5131884723734,20,10,0,2.96408837095499,1,2,8.5390338192231,13.1505767241283,30,20
12,0,3.17851363773608,0,1.84732951662498,10,13.4700318467796,29.7415440378704,20,7,0,2.94869767279284,1,2,8.66257336665826,13.2151096058975,30,20
1,0,3,0,2,10,13,30,20,1,0,3,1,2,10.0280427739189,13,30,20
1,0,3,0,2,10,13,30,20,1,0,3,1,2,10.0280427739189,13,30,20
1,0,3,0,2,10,13,30,20,1,0,3,1,2,10.0280427739189,13,30,20
40,0,3.04544261220762,0,1.88445358570142,9.99623644413016,12.9845085847061,34.9494645726713,19.7812482377954,20,0,2.86856888505244,1,1.97382839300439,8.98054698541917,13.2824161847606,30,20.0721396912246
40,0,3.04544261220762,0,1.88445358570142,9.99623644413016,12.9845085847061,34.9494645726713,19.7812482377954,20,0,2.86856888505244,1,1.97382839300439,8.98054698541917,13.2824161847606,30,20.0721396912246
40,0,3.04544261220762,0,1.88445358570142,9.99623644413016,12.9845085847061,34.9494645726713,19.7812482377954,20,0,2.86856888505244,1,1.97382839300439,8.98054698541917,13.2824161847606,30,20.0721396912246
34,0,3.05346189671485,0,1.88626606994547,9.99557228721195,13,35.3509822591717,19.7482521131414,24,4,2.89047407087703,1,1.97819032750366,8.81712248784931,13.0462446142765,30.6370698657387,20.0601164093539
34,0,3.05346189671485,0,1.88626606994547,9.99557228721195,13,35.3509822591717,19.7482521131414,24,4,2.89047407087703,1,1.97819032750366,8.81712248784931,13.0462446142765,30.6370698657387,20.0601164093539
33,0,3.05508195419106,0,1.88739475661102,9.99543811409717,13,35.5131332367223,19.7406233892972,24,4,2.89047407087703,1,1.97819032750366,8.81712248784931,13.0462446142765,30.6370698657387,20.0601164093539
31,0,3.058635628655,0,1.89061606019521,9.99514379887763,13,35.1941294830835,19.7238894144132,20,4,2.88652469957494,1,1.97382839300439,8.92528090834705,12.8483657144353,29.6262688350701,20.0721396912246
30,0,3.06059014961017,0,1.88696992886839,9.99498192550688,13,34.8324275960192,19.714685728227,16,4,2.88060064262181,1,1.96728549125549,8.86596913773287,13.0941104525802,30,20.0901746140308
29,0,3.06267946511396,0,1.88827856745067,9.9948088884554,13,35.0732750961859,19.7048473050624,16,4,2.88060064262181,1,1.96728549125549,8.86596913773287,13.0941104525802,30,20.0901746140308
23,0,3.06422945003644,0,1.87326736321553,9.99345468544376,13,33.4257102001634,19.6278509498612,9,4,2.84358400585584,1,2,8.96601101271619,13.1673074712536,30,20
10,0,3.04024429208664,0,1.87921552798575,10,13,31.0457691418124,19.1440571846809,6,4,2.94014728492498,1,2,9.19824164386654,13,30,20
1,0,3,0,2,10,13,40.457691418124,11.4405718468087,3,4,3,1,2,10.0280427739189,13,30,20
0,0,3,0,2,10,13,40.457691418124,11.4405718468087,3,4,3,1,2,10.0280427739189,13,30,20
0,0,3,0,2,10,13,40.457691418124,11.4405718468087,2,4,3,1,2,10.0280427739189,13,30,20
40,0,3.06875240773976,0,1.91624539463908,9.88198405751978,12.987513663998,32.9594307081668,19.8642468998466,20,0,2.9730898017603,1,2,8.72927107967726,12.0923094094849,29.8150375807635,20.3106262799665
40,0,3.06875240773976,0,1.91624539463908,9.88198405751978,12.987513663998,32.9594307081668,19.8642468998466,20,0,2.9730898017603,1,2,8.72927107967726,12.0923094094849,29.8150375807635,20.3106262799665
39,0,3.0705152899895,0,1.90387940557105,9.96438956799869,12.9871935015364,32.6238985187605,19.8607660511247,22,2,2.97553618341846,1,2,8.66297370879751,11.762240103843,30.1220272271948,20.2823875272423
38,0,3.0688650837816,0,1.90236175279965,9.96345245136707,12.9868564884189,32.6929484797805,19.8571019998385,26,6,2.97929984750792,1,2,8.56097775359789,11.9526647032518,30.1032538076264,20.2389432922819
38,0,3.0688650837816,0,1.90236175279965,9.96345245136707,12.9868564884189,32.6929484797805,19.8571019998385,26,6,2.97929984750792,1,2,8.56097775359789,11.9526647032518,30.1032538076264,20.2389432922819
34,0,3.07304853111209,0,1.89628051516775,9.96358045255124,12.9853101929388,32.2302695505448,20.0920383572663,22,6,2.97553618341846,1,2,8.66297370879751,12.5874133679477,29.8318523461486,20.2823875272423
32,0,3.06928761893848,0,1.88176788075512,9.96464196456087,12.9843920799975,32.3696613974538,20.0977907545955,14,6,2.96155685965758,1,2,9.04181582811036,12.6758247891017,30,20.4437518285236
27,0,3.05427608832545,0,1.88783241237974,9.95809418022029,12.9815017244415,32.8084875821675,20.1159001535946,14,6,2.96155685965758,1,2,9.04181582811036,12.6758247891017,30,20.4437518285236
25,0,3.05861817539149,0,1.88489822897083,9.96076340402966,13,32.3913591449404,20.1251721658822,14,6,2.96155685965758,1,2,9.04181582811036,12.6758247891017,30,20.4437518285236
17,0,3.07052989017693,0,1.87513874555058,9.94229912357303,13,31.5589927948904,20.1840767145327,6,6,2.91029933920101,1,2,9.53624877285303,13,30,20.4542664810327
10,0,3.09325618812282,0,1.84901940998219,9.9169627335535,13,30,20,5,6,2.92817674190998,1,2,9.43788997263984,13,30,20.5451197772393
0,0,3.09325618812282,0,1.84901940998219,9.9169627335535,13,30,20,3,6,3,1,2,10.0280427739189,13,30,20.9085329620655
0,0,3.09325618812282,0,1.84901940998219,9.9169627335535,13,30,20,3,6,3,1,2,10.0280427739189,13,30,20.9085329620655
