Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-speed,Fox-heat Timer,Fox-sight length,Fox-smell radius
20,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
17,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
16,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
16,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
15,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
14,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
10,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
8,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
8,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
7,2.86760075878251,0,1.92896520086114,4.22994308510221,12.9326569259203,30.9264076218027,24.3744379962028,20,3,1,2,4,13,30,25
