Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-speed,Fox-heat Timer,Fox-sight length,Fox-smell radius
20,10,0,2.1,5,20,30,25,20,10,1,2,3,20,30,25
20,10,0,2.1,5,20,30,25,20,10,1,2,3,20,30,25
19,10,0,2.1,5,20,30,25,20,10,1,2,3,20,30,25
19,10,0,2.1,5,20,30,25,20,10,1,2,3,20,30,25
19,10,0,2.1,5,20,30,25,20,10,1,2,3,20,30,25
19,10,0,2.1,5,20,30,25,20,10,1,2,3,20,30,25
18,10,0,2.1,5,20,30,25,20,10,1,2,3,20,30,25
16,10,0,2.1,5,20,30,25,20,10,1,2,3,20,30,25
16,10,0,2.1,5,20,30,25,20,10,1,2,3,20,30,25
16,10,0,2.1,5,20,30,25,20,10,1,2,3,20,30,25
16,10,0,2.1,5,20,30,25,22,9.89718079315933,1,2.02546872220797,2.91133634822592,19.9939535630376,30.7114310647087,25.3689337996462
9,10,0,2.1,5,20,30,25,10,10,1,2,3,20,30,25
9,10,0,2.1,5,20,30,25,10,10,1,2,3,20,30,25
9,10,0,2.1,5,20,30,25,10,10,1,2,3,20,30,25
9,10,0,2.1,5,20,30,25,10,10,1,2,3,20,30,25
9,10,0,2.1,5,20,30,25,9,10,1,2,3,20,30,25
8,10,0,2.1,5,20,30,25,9,10,1,2,3,20,30,25
8,10,0,2.1,5,20,30,25,9,10,1,2,3,20,30,25
8,10,0,2.1,5,20,30,25,9,10,1,2,3,20,30,25
8,10,0,2.1,5,20,30,25,9,10,1,2,3,20,30,25
7,10,0,2.1,5,20,30,25,9,10,1,2,3,20,30,25
7,10,0,2.1,5,20,30,25,8,10,1,2,3,20,30,25
6,10,0,2.1,5,20,30,25,6,10,1,2,3,20,30,25
