Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-infant factor,Rabbit-growth factor,Rabbit-speed,Rabbit-heat Timer
40,3,0,2,0.1,0.002,3,600
40,3,0,2,0.1,0.002,3,600
40,3,0,2,0.1,0.002,3,600
40,3,0,2,0.1,0.002,3,600
40,3,0,2,0.1,0.002,3,600
40,3,0,2,0.1,0.002,3,600
40,3,0,2,0.1,0.002,3,600
40,3,0,2,0.1,0.002,3,600
40,3,0,2,0.1,0.002,3,600
40,3,0,2,0.1,0.002,3,600
40,3,0,2,0.1,0.002,3,600
40,3,0,2,0.1,0.002,3,600
40,3,0,2,0.1,0.002,3,600
42,3.01581306424418,0,2.02380952380952,0.0995014731686254,0.00203044511861415,3.00146357178228,600.418242925238
44,3.01150361482934,0,2.04545454545455,0.10018427309139,0.00203054286494532,2.99291218103616,605.267126730061
50,3.01532026293752,0,1.98,0.0991427981738707,0.00202811884924116,3.00551737557736,606.085873983307
50,3.01532026293752,0,1.98,0.0991427981738707,0.00202811884924116,3.00551737557736,606.085873983307
49,3.02199634880712,0,2,0.0998737277098593,0.00202869270330731,3.00562997507894,606.210075493171
47,3.00880154028284,0,1.97872340425532,0.100313846482997,0.0020027073931971,3.00456167583005,606.100585027774
48,3.01786430671337,0,2.04166666666667,0.100260358795132,0.00203488051959699,3.00213787586102,604.402396973057
