Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-infant factor,Rabbit-growth factor,Rabbit-speed,Rabbit-heat Timer
10,3,0,2,0.1,0.002,3,600
10,3,0,2,0.1,0.002,3,600
10,3,0,2,0.1,0.002,3,600
10,3,0,2,0.1,0.002,3,600
10,3,0,2,0.1,0.002,3,600
10,3,0,2,0.1,0.002,3,600
10,3,0,2,0.1,0.002,3,600
10,3,0,2,0.1,0.002,3,600
10,3,0,2,0.1,0.002,3,600
10,3,0,2,0.1,0.002,3,600
10,3,0,2,0.1,0.002,3,600
10,3,0,2,0.1,0.002,3,600
10,3,0,2,0.1,0.002,3,600
12,3.02677202334973,0,2.08333333333333,0.0953273151913902,0.00202616869860395,3.03431071338967,611.07315630587
12,3.02677202334973,0,2.08333333333333,0.0953273151913902,0.00202616869860395,3.03431071338967,611.07315630587
14,3.05599112420854,0,2.07142857142857,0.0960711439433413,0.00205100392824986,3.07714322756037,614.596295441226
14,3.05599112420854,0,2.07142857142857,0.0960711439433413,0.00205100392824986,3.07714322756037,614.596295441226
16,3.11009525404168,0,2.125,0.0969580220725865,0.00202418748304174,3.07443608847924,608.327786497078
18,3.04765009260185,0,2,0.0967077666814193,0.00199691009215126,3.07585987860699,609.511406312875
17,3.05045303922549,0,1.94117647058824,0.0988762215748795,0.00196920244717898,3.0803222244074,604.577696143953
17,3.05045303922549,0,1.94117647058824,0.0988762215748795,0.00196920244717898,3.0803222244074,604.577696143953
17,3.05045303922549,0,1.94117647058824,0.0988762215748795,0.00196920244717898,3.0803222244074,604.577696143953
21,2.94663446651318,0,1.9047619047619,0.0952913466815066,0.00198149832053914,3.03487095417295,592.961165468179
21,2.94663446651318,0,1.9047619047619,0.0952913466815066,0.00198149832053914,3.03487095417295,592.961165468179
23,2.97451519831222,0,1.82608695652174,0.0957007947961582,0.00200018430168063,3.0693768145089,584.060760635593
23,2.97451519831222,0,1.82608695652174,0.0957007947961582,0.00200018430168063,3.0693768145089,584.060760635593
22,2.97335679823551,0,1.77272727272727,0.0952175428344106,0.00201523313573512,3.06748611381281,586.568229401935
22,2.97335679823551,0,1.77272727272727,0.0952175428344106,0.00201523313573512,3.06748611381281,586.568229401935
23,2.91677573829728,0,1.73913043478261,0.0950313281782966,0.00195909690052046,3.1057861719872,593.628603695493
24,2.8922610621842,0,1.83333333333333,0.095075445746582,0.00194709782827526,3.137780872514,605.823688520316
24,2.8922610621842,0,1.83333333333333,0.095075445746582,0.00194709782827526,3.137780872514,605.823688520316
23,2.88757676054003,0,1.8695652173913,0.0948613346920856,0.00192301851059808,3.10623322801144,606.076892369025
23,2.88757676054003,0,1.8695652173913,0.0948613346920856,0.00192301851059808,3.10623322801144,606.076892369025
22,2.91760471335634,0,1.86363636363636,0.0945971288207518,0.0019641240110632,3.11736439375211,601.313821481062
21,2.94566096105982,0,1.80952380952381,0.0943398492407876,0.00196808515527919,3.09818885402257,601.376384408731
24,2.94761256198115,0,1.95833333333333,0.0949650202170078,0.00198770890105325,3.04391455943565,596.445832749322
24,2.94761256198115,0,1.95833333333333,0.0949650202170078,0.00198770890105325,3.04391455943565,596.445832749322
24,2.94761256198115,0,1.95833333333333,0.0949650202170078,0.00198770890105325,3.04391455943565,596.445832749322
24,2.94761256198115,0,1.95833333333333,0.0949650202170078,0.00198770890105325,3.04391455943565,596.445832749322
26,2.93245999354619,0,2,0.0952821406101257,0.00201676544993004,3.04053651640214,597.506175125969
26,2.93245999354619,0,2,0.0952821406101257,0.00201676544993004,3.04053651640214,597.506175125969
27,2.96187860955619,0,2,0.0930306232572448,0.00200559334015685,3.04367211371265,597.598539010193
29,2.98199611370934,0,1.96551724137931,0.095274714032248,0.00200749871527439,3.02071507282144,607.745626486193
30,2.97277172062567,0,1.96666666666667,0.0950293029910191,0.00200720984544469,3.0040102971628,609.647601531666
30,2.93220806217454,0,1.86666666666667,0.096282117868726,0.00199545132857166,2.98201119921252,605.855650060158
30,2.93220806217454,0,1.86666666666667,0.096282117868726,0.00199545132857166,2.98201119921252,605.855650060158
29,2.92623948137607,0,1.86206896551724,0.0969508630422236,0.00199529447783275,3.00377742396093,606.05756902775
29,2.92623948137607,0,1.86206896551724,0.0969508630422236,0.00199529447783275,3.00377742396093,606.05756902775
28,2.94308955397543,0,1.89285714285714,0.0977509671118374,0.0019892392912538,2.98768551846453,606.273910778741
28,2.96081086787548,0,1.89285714285714,0.0961935846442834,0.00200224795227113,2.92521426355234,595.990504111404
28,2.96081086787548,0,1.89285714285714,0.0961935846442834,0.00200224795227113,2.92521426355234,595.990504111404
29,2.97086885791573,0,1.89655172413793,0.0960934282725191,0.00198814930214649,2.93994490280399,596.427429818227
31,2.97442100519836,0,1.87096774193548,0.0960330490209159,0.00199062697143347,2.98693404618238,594.677426039449
32,2.96673415049751,0,1.84375,0.0955387899263845,0.00199607111926503,2.98126470877843,588.487641678517
31,3.00265189946905,0,1.83870967741935,0.0959387537297087,0.00199690620610468,2.99465690405347,585.757916898336
31,3.00265189946905,0,1.83870967741935,0.0959387537297087,0.00199690620610468,2.99465690405347,585.757916898336
