Rabbit-population,Rabbit-born children,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
38,0,3,0,2.1,10,13,30,25
35,0,3,0,2.1,10,13,30,25
31,0,3,0,2.1,10,13,30,25
9,0,3,0,2.1,10,13,30,25
9,0,3,0,2.1,10,13,30,25
8,0,3,0,2.1,10,13,30,25
8,0,3,0,2.1,10,13,30,25
7,0,3,0,2.1,10,13,30,25
7,0,3,0,2.1,10,13,30,25
7,0,3,0,2.1,10,13,30,25
3,0,3,0,2.1,10,13,30,25
3,0,3,0,2.1,10,13,30,25
3,0,3,0,2.1,10,13,30,25
3,0,3,0,2.1,10,13,30,25
3,0,3,0,2.1,10,13,30,25
3,0,3,0,2.1,10,13,30,25
3,0,3,0,2.1,10,13,30,25
3,0,3,0,2.1,10,13,30,25
3,0,3,0,2.1,10,13,30,25
3,0,3,0,2.1,10,13,30,25
3,0,3,0,2.1,10,13,30,25
3,0,3,0,2.1,10,13,30,25
1,0,3,0,2.1,10,13,30,25
1,0,3,0,2.1,10,13,30,25
1,0,3,0,2.1,10,13,30,25
1,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
35,0,3,0,2.1,10,13,30,25
33,0,3,0,2.1,10,13,30,25
29,0,3,0,2.1,10,13,30,25
19,0,3,0,2.1,10,13,30,25
18,0,3,0,2.1,10,13,30,25
16,0,3,0,2.1,10,13,30,25
16,0,3,0,2.1,10,13,30,25
14,0,3,0,2.1,10,13,30,25
13,0,3,0,2.1,10,13,30,25
13,0,3,0,2.1,10,13,30,25
13,0,3,0,2.1,10,13,30,25
13,0,3,0,2.1,10,13,30,25
13,0,3,0,2.1,10,13,30,25
13,0,3,0,2.1,10,13,30,25
13,0,3,0,2.1,10,13,30,25
13,0,3,0,2.1,10,13,30,25
13,0,3,0,2.1,10,13,30,25
13,0,3,0,2.1,10,13,30,25
13,0,3,0,2.1,10,13,30,25
13,0,3,0,2.1,10,13,30,25
13,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
