Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-infant factor,Rabbit-growth factor,Rabbit-speed,Rabbit-heat Timer,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-infant factor,Fox-growth factor,Fox-speed,Fox-heat Timer
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
22,2.99720956556877,0.00121487843204475,2,0.104002734326335,0.202011998402976,2.99816770771941,19.9966143401303,20,3,0,2,0.1,0.2,3,20
22,2.99720956556877,0.00121487843204475,2,0.104002734326335,0.202011998402976,2.99816770771941,19.9966143401303,20,3,0,2,0.1,0.2,3,20
22,2.99720956556877,0.00121487843204475,2,0.104002734326335,0.202011998402976,2.99816770771941,19.9966143401303,20,3,0,2,0.1,0.2,3,20
24,2.99807301941432,0.00303541025249384,1.95833333333333,0.105233926959057,0.200285544991626,3.00021066234923,19.9994836740252,20,3,0,2,0.1,0.2,3,20
24,2.99807301941432,0.00303541025249384,1.95833333333333,0.105233926959057,0.200285544991626,3.00021066234923,19.9994836740252,20,3,0,2,0.1,0.2,3,20
26,2.99928548861835,0.00408546833619157,1.88461538461538,0.105021534047565,0.200028234729198,3.00246730391588,19.9994136992857,20,3,0,2,0.1,0.2,3,20
13,2.9985709772367,0.00817093667238314,1.76923076923077,0.11004306809513,0.200056469458397,3.00493460783177,19.9988273985714,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
13,2.9985709772367,0.00817093667238314,1.76923076923077,0.11004306809513,0.200056469458397,3.00493460783177,19.9988273985714,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
15,3.00040114298171,0.00946491220009742,1.73333333333333,0.11092094632995,0.198390160270527,3.0009341685292,19.9941164000429,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
15,3.00040114298171,0.00946491220009742,1.73333333333333,0.11092094632995,0.198390160270527,3.0009341685292,19.9941164000429,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
15,3.00040114298171,0.00946491220009742,1.73333333333333,0.11092094632995,0.198390160270527,3.0009341685292,19.9941164000429,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
15,3.00040114298171,0.00946491220009742,1.73333333333333,0.11092094632995,0.198390160270527,3.0009341685292,19.9941164000429,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
15,3.00040114298171,0.00946491220009742,1.73333333333333,0.11092094632995,0.198390160270527,3.0009341685292,19.9941164000429,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
15,3.00040114298171,0.00946491220009742,1.73333333333333,0.11092094632995,0.198390160270527,3.0009341685292,19.9941164000429,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3.00702282219407,0.0152715968279856,1.64705882352941,0.108661701477478,0.199059525223476,3.00388603616068,19.998557745527,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3.01188972581398,0.0142034345859758,1.58823529411765,0.0995965070069415,0.196456291468724,3.00585825128025,20.0009923233484,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3.01188972581398,0.0142034345859758,1.58823529411765,0.0995965070069415,0.196456291468724,3.00585825128025,20.0009923233484,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3.01188972581398,0.0142034345859758,1.58823529411765,0.0995965070069415,0.196456291468724,3.00585825128025,20.0009923233484,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
19,3.00971302961594,0.0131341237691976,1.57894736842105,0.102090951211336,0.196819681867578,3.00725685544685,20.0015744284311,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
19,3.00971302961594,0.0131341237691976,1.57894736842105,0.102090951211336,0.196819681867578,3.00725685544685,20.0015744284311,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
18,3.00854378529674,0.0113014350588826,1.61111111111111,0.102693613660673,0.196427131439938,3.00780594214395,20.0003998880749,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
18,3.00854378529674,0.0113014350588826,1.61111111111111,0.102693613660673,0.196427131439938,3.00780594214395,20.0003998880749,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
19,3.01064250758077,0.0107066226873625,1.57894736842105,0.0972886866259011,0.194148449424903,3.00834916928492,19.9974352721796,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3.00912127627848,0.0114725124973893,1.58823529411765,0.0947006741274939,0.191221000593213,3.00658427462268,19.995199988625,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3.00912127627848,0.0114725124973893,1.58823529411765,0.0947006741274939,0.191221000593213,3.00658427462268,19.995199988625,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
19,3.0043039852801,0.0116471426536915,1.63157894736842,0.0924331752897977,0.187997526229391,3.0047792635403,19.9952661265778,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
18,3.00345357854191,0.0103080113422032,1.61111111111111,0.0909612934807387,0.186138469685175,3.00677577334312,19.9975223414404,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
20,3.00341540658686,0.010220102574278,1.6,0.0898158132208905,0.183972967682797,3.00570786185136,19.9956967834779,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
20,3.00341540658686,0.010220102574278,1.6,0.0898158132208905,0.183972967682797,3.00570786185136,19.9956967834779,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
21,3.00228254801834,0.00973343102312192,1.61904761904762,0.0877810087565833,0.183374808624297,3.00656153922283,19.9984123115548,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
22,2.99804268120565,0.00929100234025274,1.59090909090909,0.0873987157260431,0.18462730065109,3.00465192951552,19.9995216842096,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
21,2.99565758573825,0.00790906534303545,1.61904761904762,0.0858630424861292,0.185712726079612,3.00399728895845,19.99919153462,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
20,2.99217840769755,0.00433792942056336,1.65,0.0869668507902536,0.182682054479141,3.00251461812739,19.9962870689648,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
18,2.99012335277219,0.0043438900566916,1.66666666666667,0.08918806481249,0.180757338808228,3.00317084087156,19.9977132263036,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
22,2.9917099921176,0.00637229459293488,1.59090909090909,0.0880731368247586,0.183749037775223,3.00221427973912,19.9935917444461,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
22,2.9917099921176,0.00637229459293488,1.59090909090909,0.0880731368247586,0.183749037775223,3.00221427973912,19.9935917444461,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
21,2.98844893293772,0.00792206454788458,1.57142857142857,0.0838013668633836,0.183784607187363,2.99934843363863,19.9894133994683,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
22,2.98634680726387,0.00756197070479891,1.54545454545455,0.0843163137118562,0.186161876128707,2.99548190938205,19.9935301619817,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
22,2.98634680726387,0.00756197070479891,1.54545454545455,0.0843163137118562,0.186161876128707,2.99548190938205,19.9935301619817,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
21,2.98339096433866,0.00792206454788458,1.57142857142857,0.0883313762695636,0.187734719127489,2.99440355945633,19.995885303692,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
21,2.98339096433866,0.00792206454788458,1.57142857142857,0.0883313762695636,0.187734719127489,2.99440355945633,19.995885303692,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
15,2.97674735007412,0.0110908903670384,1.4,0.0836639267773891,0.182828606778485,2.99216498323886,19.9942394251688,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
14,2.97689410693371,0.0118830968218269,1.35714285714286,0.0846888358608078,0.185064559078967,2.9903362192309,19.995691180315,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
13,2.97371066201835,0.0113465775522825,1.38461538461538,0.0837791361259603,0.186395012903672,2.98876389222528,19.9985570821292,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
13,2.97371066201835,0.0113465775522825,1.38461538461538,0.0837791361259603,0.186395012903672,2.98876389222528,19.9985570821292,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
13,2.97371066201835,0.0113465775522825,1.38461538461538,0.0837791361259603,0.186395012903672,2.98876389222528,19.9985570821292,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
13,2.97371066201835,0.0113465775522825,1.38461538461538,0.0837791361259603,0.186395012903672,2.98876389222528,19.9985570821292,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
12,2.97910276067494,0.0122921256816394,1.41666666666667,0.0841465172960654,0.184350461211164,2.99078170610556,19.9965352964767,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
13,2.98390717299538,0.0155956969543953,1.38461538461538,0.0849951559141991,0.182085267040212,2.99633683420885,19.9966572298417,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
13,2.98390717299538,0.0155956969543953,1.38461538461538,0.0849951559141991,0.182085267040212,2.99633683420885,19.9966572298417,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
13,2.98390717299538,0.0155956969543953,1.38461538461538,0.0849951559141991,0.182085267040212,2.99633683420885,19.9966572298417,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
11,2.97895447408671,0.0127948727620927,1.36363636363636,0.0851163135594273,0.18455323297695,3.00100208622895,19.9933452633547,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
11,2.97895447408671,0.0127948727620927,1.36363636363636,0.0851163135594273,0.18455323297695,3.00100208622895,19.9933452633547,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
11,2.97895447408671,0.0127948727620927,1.36363636363636,0.0851163135594273,0.18455323297695,3.00100208622895,19.9933452633547,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
11,2.97895447408671,0.0127948727620927,1.36363636363636,0.0851163135594273,0.18455323297695,3.00100208622895,19.9933452633547,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
10,2.98462692259838,0.0106480762268844,1.4,0.086747230126995,0.181327064235106,3.00351300146421,19.9995090242614,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
8,2.9899605577252,0.0133100952836055,1.375,0.0782538798781822,0.177310324135709,3.00910651037409,19.9844664411196,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
8,2.9899605577252,0.0133100952836055,1.375,0.0782538798781822,0.177310324135709,3.00910651037409,19.9844664411196,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
9,2.98325448252207,0.0118311958076494,1.33333333333333,0.0734246796160994,0.171484678022674,3.01339241636706,19.992731892001,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
9,2.98325448252207,0.0118311958076494,1.33333333333333,0.0734246796160994,0.171484678022674,3.01339241636706,19.992731892001,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
7,2.98054041682637,0.011643078598855,1.42857142857143,0.0685889717415115,0.176269550136999,3.01815982152347,19.9997105468294,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
6,2.98529360803947,0.00920642537124425,1.33333333333333,0.0671865219102247,0.177369356209489,3.02766884855575,19.9967053470961,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
6,2.98529360803947,0.00920642537124425,1.33333333333333,0.0671865219102247,0.177369356209489,3.02766884855575,19.9967053470961,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
6,2.98529360803947,0.00920642537124425,1.33333333333333,0.0671865219102247,0.177369356209489,3.02766884855575,19.9967053470961,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
