Rabbit-population,Rabbit-born children,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius
40,0,3,0,2,10,13,30,20
40,0,3,0,2,10,13,30,20
40,0,3,0,2,10,13,30,20
52,12,3.01866118882113,0,2.01563444257403,10,13.0403942263772,30.1844869723204,20.1171482244523
52,12,3.01866118882113,0,2.01563444257403,10,13.0403942263772,30.1844869723204,20.1171482244523
52,12,3.01866118882113,0,2.01563444257403,10,13.0403942263772,30.1844869723204,20.1171482244523
35,12,3.02772519481996,0,2.02322831468142,10,13,30,20
29,12,3,0,2,10,13,30,20
29,12,3,0,2,10,13,30,20
8,12,3,0,2,10,13,30,20
6,12,3,0,2,10,13,30,20
3,12,3,0,2,10,13,30,20
3,12,3,0,2,10,13,30,20
1,12,3,0,2,10,13,30,20
40,0,2.99067304256917,0,1.99994910063054,9.97589890097018,13.0497967588329,30,20.0940596860022
40,0,2.99067304256917,0,1.99994910063054,9.97589890097018,13.0497967588329,30,20.0940596860022
50,10,3.00914447812026,0,1.99064787134638,9.98071912077614,13.0218029897187,30,20.0752477488018
52,12,3.00879276742333,0,1.99779695082569,9.98146069305398,13.020964413191,30,20.0723536046171
52,12,3.00879276742333,0,1.99779695082569,9.98146069305398,13.020964413191,30,20.0723536046171
36,12,3.0001426421876,0,2.00975033057885,9.97322100107798,13.0957334205818,30,20.223778915303
32,12,3.00016047246105,0,1.99993637578818,9.96987362621272,12.9604457074202,30,20.2517512797158
28,12,2.98667577509882,0,1.99992728661506,9.96556985852883,12.9547950941945,30,20.2877157482467
7,12,2.94670310039527,0,2,10,13,30,20.045689220666
7,12,2.94670310039527,0,2,10,13,30,20.045689220666
2,12,2.81346085138346,0,2,10,13,30,20
1,12,3,0,2,10,13,30,20
