Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-infant factor,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius
28,2.94522933701343,0,2.03266669668222,0.100455729200401,2.98785956426908,20.2291579713247,30.7688635554711,24.9205146600023
19,3.05847975063899,0,2.00921062250107,0.099915243524274,3.03955371512751,20.4054582682138,30.3995014069626,24.3428568867945
18,3,0,2,0.1,3,20,30,25
22,2.95890604037886,0,1.95426088910609,0.101281724849421,2.96939379281094,19.7505793125522,28.8265228436394,24.3197114227735
22,2.98338928101562,0,1.94689633810454,0.101381624441542,2.92094932523129,19.4770841280363,29.3666603464132,24.9408223295871
23,3.02786336064978,0,1.91345125220525,0.100181006711652,2.98572061195538,19.5965431100519,29.1922532211483,24.6861576165896
21,2.99830409546605,0,1.99149478723134,0.100591533091382,3.00976001766755,19.9952553359516,29.7414028850614,24.4900178764166
20,2.98583683611947,0,2.00535676838282,0.0993395645010593,2.97130468387387,20.1784015899394,29.4554814670537,24.8015591225264
20,2.9656321474177,0,1.96204614965009,0.100256982377866,2.84590935121059,20.3627339624137,29.2586702238848,24.8104896001843
21,3.00090125635635,0,1.98150665185578,0.0989376634902849,2.98631299231439,18.587886425349,28.9911023899287,25.186493411814
8,3.39687715773759,0,1.87014647104603,0.101682002699838,3.03967982742599,14.0059224697655,29.9286600803599,25.7076815316667
6,3.51095834886741,0,1.70639604800898,0.100102201614858,3.0116667246229,12.9937368142994,28.1232118683929,26.7133657725857
6,3.51095834886741,0,1.70639604800898,0.100102201614858,3.0116667246229,12.9937368142994,28.1232118683929,26.7133657725857
6,3.51095834886741,0,1.70639604800898,0.100102201614858,3.0116667246229,12.9937368142994,28.1232118683929,26.7133657725857
5,3.5246057193306,0,1.64759462694217,0.102810960215801,3.11041417639717,11.4334422825555,26.4651565503164,27.7467068591124
5,3.5246057193306,0,1.64759462694217,0.102810960215801,3.11041417639717,11.4334422825555,26.4651565503164,27.7467068591124
5,3.5246057193306,0,1.64759462694217,0.102810960215801,3.11041417639717,11.4334422825555,26.4651565503164,27.7467068591124
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
3,3.70670305539939,0,1.73726393479569,0.105474776136728,3.19654784317943,12.7815340319607,25.2627235205528,28.5213736420166
2,3.10574208362777,0,2.02486126619618,0.101923146123372,3.46648935702152,15.3364721928445,26.0658134649809,28.7100140950889
2,3.10574208362777,0,2.02486126619618,0.101923146123372,3.46648935702152,15.3364721928445,26.0658134649809,28.7100140950889
2,3.10574208362777,0,2.02486126619618,0.101923146123372,3.46648935702152,15.3364721928445,26.0658134649809,28.7100140950889
2,3.10574208362777,0,2.02486126619618,0.101923146123372,3.46648935702152,15.3364721928445,26.0658134649809,28.7100140950889
2,3.10574208362777,0,2.02486126619618,0.101923146123372,3.46648935702152,15.3364721928445,26.0658134649809,28.7100140950889
2,3.10574208362777,0,2.02486126619618,0.101923146123372,3.46648935702152,15.3364721928445,26.0658134649809,28.7100140950889
2,3.10574208362777,0,2.02486126619618,0.101923146123372,3.46648935702152,15.3364721928445,26.0658134649809,28.7100140950889
2,3.10574208362777,0,2.02486126619618,0.101923146123372,3.46648935702152,15.3364721928445,26.0658134649809,28.7100140950889
2,3.10574208362777,0,2.02486126619618,0.101923146123372,3.46648935702152,15.3364721928445,26.0658134649809,28.7100140950889
2,3.10574208362777,0,2.02486126619618,0.101923146123372,3.46648935702152,15.3364721928445,26.0658134649809,28.7100140950889
2,3.10574208362777,0,2.02486126619618,0.101923146123372,3.46648935702152,15.3364721928445,26.0658134649809,28.7100140950889
2,3.10574208362777,0,2.02486126619618,0.101923146123372,3.46648935702152,15.3364721928445,26.0658134649809,28.7100140950889
2,3.10574208362777,0,2.02486126619618,0.101923146123372,3.46648935702152,15.3364721928445,26.0658134649809,28.7100140950889
2,3.10574208362777,0,2.02486126619618,0.101923146123372,3.46648935702152,15.3364721928445,26.0658134649809,28.7100140950889
2,3.10574208362777,0,2.02486126619618,0.101923146123372,3.46648935702152,15.3364721928445,26.0658134649809,28.7100140950889
2,3.10574208362777,0,2.02486126619618,0.101923146123372,3.46648935702152,15.3364721928445,26.0658134649809,28.7100140950889
2,3.10574208362777,0,2.02486126619618,0.101923146123372,3.46648935702152,15.3364721928445,26.0658134649809,28.7100140950889
2,3.10574208362777,0,2.02486126619618,0.101923146123372,3.46648935702152,15.3364721928445,26.0658134649809,28.7100140950889
2,3.10574208362777,0,2.02486126619618,0.101923146123372,3.46648935702152,15.3364721928445,26.0658134649809,28.7100140950889
2,3.10574208362777,0,2.02486126619618,0.101923146123372,3.46648935702152,15.3364721928445,26.0658134649809,28.7100140950889
2,3.10574208362777,0,2.02486126619618,0.101923146123372,3.46648935702152,15.3364721928445,26.0658134649809,28.7100140950889
