Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-speed,Fox-heat Timer,Fox-sight length,Fox-smell radius
20,3,0,2.1,5,13,30,25,20,3,1,2,3,13,30,25
20,3,0,2.1,5,13,30,25,20,3,1,2,3,13,30,25
20,3,0,2.1,5,13,30,25,20,3,1,2,3,13,30,25
19,3,0,2.1,5,13,30,25,20,3,1,2,3,13,30,25
19,3,0,2.1,5,13,30,25,20,3,1,2,3,13,30,25
19,3,0,2.1,5,13,30,25,20,3,1,2,3,13,30,25
19,3,0,2.1,5,13,30,25,20,3,1,2,3,13,30,25
19,3,0,2.1,5,13,30,25,22,3.02416453327279,1,1.98354011389807,2.99507835463385,13.2040427260037,30.1833731329752,24.9308250732462
18,3,0,2.1,5,13,30,25,22,3.02416453327279,1,1.98354011389807,2.99507835463385,13.2040427260037,30.1833731329752,24.9308250732462
17,3,0,2.1,5,13,30,25,20,3.02860123690539,1,1.9780584349375,2.90815389822741,13.0253326030295,29.7931981456688,24.741774250084
15,3,0,2.1,5,13,30,25,16,3,1,2,3,13,30,25
2,3,0,2.1,5,13,30,25,4,3,1,2,3,13,30,25
2,3,0,2.1,5,13,30,25,4,3,1,2,3,13,30,25
2,3,0,2.1,5,13,30,25,4,3,1,2,3,13,30,25
2,3,0,2.1,5,13,30,25,4,3,1,2,3,13,30,25
2,3,0,2.1,5,13,30,25,4,3,1,2,3,13,30,25
2,3,0,2.1,5,13,30,25,4,3,1,2,3,13,30,25
2,3,0,2.1,5,13,30,25,4,3,1,2,3,13,30,25
1,3,0,2.1,5,13,30,25,4,3,1,2,3,13,30,25
1,3,0,2.1,5,13,30,25,4,3,1,2,3,13,30,25
0,3,0,2.1,5,13,30,25,4,3,1,2,3,13,30,25
0,3,0,2.1,5,13,30,25,3,3,1,2,3,13,30,25
0,3,0,2.1,5,13,30,25,3,3,1,2,3,13,30,25
0,3,0,2.1,5,13,30,25,0,3,1,2,3,13,30,25
