Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-speed,Fox-heat Timer,Fox-sight length,Fox-smell radius
20,3,0,2.1,4,5,30,25,20,3,1,2,4,5,30,25
19,3,0,2.1,4,5,30,25,20,3,1,2,4,5,30,25
15,3,0,2.1,4,5,30,25,20,3,1,2,4,5,30,25
16,3.05305940397037,0,2.12320881142901,3.99699547949677,4.93943380173128,29.7400612888555,25.1790392471395,24,3.07584616386773,1,2.02196234295838,4.13116687190433,4.92586472359302,28.6945333376331,25.2274139199703
13,3,0,2.1,4,5,30,25,24,3.07584616386773,1,2.02196234295838,4.13116687190433,4.92586472359302,28.6945333376331,25.2274139199703
12,3.0375433822753,0,2.16989463207168,3.98353585618761,5.06045793185324,30.0490302030507,25.3777945417413,24,3.07584616386773,1,2.02196234295838,4.13116687190433,4.92586472359302,28.6945333376331,25.2274139199703
8,3.04514962803139,0,2.12392824926601,3.93628031354559,5.04017102088582,30.3433058973529,25.9237726354394,24,3.07584616386773,1,2.02196234295838,4.13116687190433,4.92586472359302,28.6945333376331,25.2274139199703
8,3.04514962803139,0,2.12392824926601,3.93628031354559,5.04017102088582,30.3433058973529,25.9237726354394,16,3,1,2,4,5,30,25
7,3,0,2.1,4,5,30,25,18,2.9600886882004,1,1.99675423696804,4.06269533002168,4.96266949658002,29.6709885846204,24.4911814201224
6,3,0,2.1,4,5,30,25,18,2.9600886882004,1,1.99675423696804,4.06269533002168,4.96266949658002,29.6709885846204,24.4911814201224
8,2.99042640467954,0,2.20692495358629,4.1076039954546,5.04064225767905,30.813992721768,25.5642631616161,14,3,1,2,4,5,30,25
7,2.98905874820519,0,2.22219994695576,4.12297599480526,5.04644829449034,30.9302773963062,25.6448721847041,4,3,1,2,4,5,30,25
7,2.98905874820519,0,2.22219994695576,4.12297599480526,5.04644829449034,30.9302773963062,25.6448721847041,4,3,1,2,4,5,30,25
9,2.95332113566899,0,2.24209235367387,4.5833668861976,5.01744622981449,30.0199655563223,25.3566400182553,4,3,1,2,4,5,30,25
