Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-speed,Fox-heat Timer,Fox-sight length,Fox-smell radius
20,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
19,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
16,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
13,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
12,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
11,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
8,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
6,3,0,2.1,4,13,30,25,22,2.96967245326177,1,2.00679150931014,3.95199528943333,12.8759340720306,30.0728649728315,25.4128153708099
5,3,0,2.1,4,13,30,25,24,2.94605837804141,1,2.02099604243041,3.93981589555981,13.0873217271994,29.4389013985002,25.2460927900621
2,3,0,2.1,4,13,30,25,26,2.94530105584422,1,2.0468326976187,3.90025119647288,13.2804202094796,29.3947751365254,25.1701945583556
2,3,0,2.1,4,13,30,25,26,2.94530105584422,1,2.0468326976187,3.90025119647288,13.2804202094796,29.3947751365254,25.1701945583556
2,3,0,2.1,4,13,30,25,28,2.94048706622686,1,2.04059512334563,3.91063670142987,13.4391471473274,29.3242431089163,25.2346308684513
1,3,0,2.1,4,13,30,25,28,2.94048706622686,1,2.04059512334563,3.91063670142987,13.4391471473274,29.3242431089163,25.2346308684513
1,3,0,2.1,4,13,30,25,28,2.94048706622686,1,2.04059512334563,3.91063670142987,13.4391471473274,29.3242431089163,25.2346308684513
0,3,0,2.1,4,13,30,25,28,2.94048706622686,1,2.04059512334563,3.91063670142987,13.4391471473274,29.3242431089163,25.2346308684513
0,3,0,2.1,4,13,30,25,28,2.94048706622686,1,2.04059512334563,3.91063670142987,13.4391471473274,29.3242431089163,25.2346308684513
0,3,0,2.1,4,13,30,25,28,2.94048706622686,1,2.04059512334563,3.91063670142987,13.4391471473274,29.3242431089163,25.2346308684513
0,3,0,2.1,4,13,30,25,28,2.94048706622686,1,2.04059512334563,3.91063670142987,13.4391471473274,29.3242431089163,25.2346308684513
0,3,0,2.1,4,13,30,25,30,2.97655739100312,1,2.02468950490287,3.92290391591424,13.3032236484119,29.5861992129343,25.0996231015237
0,3,0,2.1,4,13,30,25,30,2.97655739100312,1,2.02468950490287,3.92290391591424,13.3032236484119,29.5861992129343,25.0996231015237
0,3,0,2.1,4,13,30,25,30,2.97655739100312,1,2.02468950490287,3.92290391591424,13.3032236484119,29.5861992129343,25.0996231015237
0,3,0,2.1,4,13,30,25,30,2.97655739100312,1,2.02468950490287,3.92290391591424,13.3032236484119,29.5861992129343,25.0996231015237
0,3,0,2.1,4,13,30,25,30,2.97655739100312,1,2.02468950490287,3.92290391591424,13.3032236484119,29.5861992129343,25.0996231015237
0,3,0,2.1,4,13,30,25,30,2.97655739100312,1,2.02468950490287,3.92290391591424,13.3032236484119,29.5861992129343,25.0996231015237
0,3,0,2.1,4,13,30,25,32,2.97815654814071,1,2.03128044013276,3.90288725701451,13.4279533709843,29.2145234526145,25.1287266410364
0,3,0,2.1,4,13,30,25,32,2.97815654814071,1,2.03128044013276,3.90288725701451,13.4279533709843,29.2145234526145,25.1287266410364
0,3,0,2.1,4,13,30,25,32,2.97815654814071,1,2.03128044013276,3.90288725701451,13.4279533709843,29.2145234526145,25.1287266410364
0,3,0,2.1,4,13,30,25,32,2.97815654814071,1,2.03128044013276,3.90288725701451,13.4279533709843,29.2145234526145,25.1287266410364
0,3,0,2.1,4,13,30,25,32,2.97815654814071,1,2.03128044013276,3.90288725701451,13.4279533709843,29.2145234526145,25.1287266410364
0,3,0,2.1,4,13,30,25,32,2.97815654814071,1,2.03128044013276,3.90288725701451,13.4279533709843,29.2145234526145,25.1287266410364
0,3,0,2.1,4,13,30,25,32,2.97815654814071,1,2.03128044013276,3.90288725701451,13.4279533709843,29.2145234526145,25.1287266410364
0,3,0,2.1,4,13,30,25,32,2.97815654814071,1,2.03128044013276,3.90288725701451,13.4279533709843,29.2145234526145,25.1287266410364
