Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-infant factor,Rabbit-growth factor,Rabbit-speed,Rabbit-heat Timer,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-infant factor,Fox-growth factor,Fox-speed,Fox-heat Timer
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
24,3.00268509015566,0.00271608098730573,1.95833333333333,0.0977332799005788,0.199265024005481,3.00020053311222,19.9981326000737,20,3,0,2,0.1,0.2,3,20
26,3.00201549685045,0.00379136871866337,1.92307692307692,0.0973229405493547,0.198556127575843,3.00106641408822,20.0003531352905,20,3,0,2,0.1,0.2,3,20
26,3.00201549685045,0.00379136871866337,1.92307692307692,0.0973229405493547,0.198556127575843,3.00106641408822,20.0003531352905,20,3,0,2,0.1,0.2,3,20
26,3.00201549685045,0.00379136871866337,1.92307692307692,0.0973229405493547,0.198556127575843,3.00106641408822,20.0003531352905,20,3,0,2,0.1,0.2,3,20
26,3.00201549685045,0.00379136871866337,1.92307692307692,0.0973229405493547,0.198556127575843,3.00106641408822,20.0003531352905,20,3,0,2,0.1,0.2,3,20
30,3.00357465708484,0.00731479914113016,1.83333333333333,0.0997796888508739,0.199506641921047,3.00256949406237,20.0046137059672,20,3,0,2,0.1,0.2,3,20
34,3.00688315897415,0.0138326739206263,1.73529411764706,0.0986128597309862,0.19725673792006,2.99724512162833,20.0003612475161,20,3,0,2,0.1,0.2,3,20
24,3.00975114188004,0.0195962880542206,1.625,0.0980348846188971,0.196113712053418,2.99609725564013,20.0005117673144,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
26,3.00903838329873,0.0196365527079855,1.57692307692308,0.0964528526494451,0.194222534434169,2.99177460929184,20.0032811054908,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
26,3.00903838329873,0.0196365527079855,1.57692307692308,0.0964528526494451,0.194222534434169,2.99177460929184,20.0032811054908,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
