Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-speed,Fox-heat Timer,Fox-sight length,Fox-smell radius
20,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
20,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
20,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
20,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
20,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
20,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
20,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
25,2.93922555433373,0,2.094662435418,4.01377860878029,13.0468630359728,30.4201620145999,24.905369794083,24,3.02391352960003,1,2.02706412350852,4.1395244958139,12.791593356041,29.5083899947027,24.5425871026404
25,2.93922555433373,0,2.094662435418,4.01377860878029,13.0468630359728,30.4201620145999,24.905369794083,24,3.02391352960003,1,2.02706412350852,4.1395244958139,12.791593356041,29.5083899947027,24.5425871026404
25,2.93922555433373,0,2.094662435418,4.01377860878029,13.0468630359728,30.4201620145999,24.905369794083,24,3.02391352960003,1,2.02706412350852,4.1395244958139,12.791593356041,29.5083899947027,24.5425871026404
25,2.93922555433373,0,2.094662435418,4.01377860878029,13.0468630359728,30.4201620145999,24.905369794083,24,3.02391352960003,1,2.02706412350852,4.1395244958139,12.791593356041,29.5083899947027,24.5425871026404
25,2.93922555433373,0,2.094662435418,4.01377860878029,13.0468630359728,30.4201620145999,24.905369794083,26,3.02093333459952,1,1.98933524640005,4.12359882018724,12.6395585799925,30.4981562307613,24.7129959374122
25,2.93922555433373,0,2.094662435418,4.01377860878029,13.0468630359728,30.4201620145999,24.905369794083,26,3.02093333459952,1,1.98933524640005,4.12359882018724,12.6395585799925,30.4981562307613,24.7129959374122
25,2.93922555433373,0,2.094662435418,4.01377860878029,13.0468630359728,30.4201620145999,24.905369794083,26,3.02093333459952,1,1.98933524640005,4.12359882018724,12.6395585799925,30.4981562307613,24.7129959374122
