Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-infant factor,Rabbit-growth factor,Rabbit-speed,Rabbit-heat Timer,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-infant factor,Fox-growth factor,Fox-speed,Fox-heat Timer
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
20,3,0,2,0.1,0.2,3,20,20,3,0,2,0.1,0.2,3,20
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
17,3,0,2,0.1,0.2,3,20,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
