Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-speed,Fox-heat Timer,Fox-sight length,Fox-smell radius
20,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
18,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
18,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
15,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
14,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
13,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
10,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
11,2.98187969203771,0,2.14935202350791,3.93249694038418,13.1683803617198,29.9812111972015,24.7665583365889,22,2.98253152069769,1,1.96419506660963,4.01268587876825,13.0894850960772,29.790889454541,25.0881463005642
9,2.9918014176099,0,2.15807449089663,4.04046222784762,13.0673765695599,29.7313054647925,24.2186407826231,22,2.98253152069769,1,1.96419506660963,4.01268587876825,13.0894850960772,29.790889454541,25.0881463005642
9,2.9918014176099,0,2.15807449089663,4.04046222784762,13.0673765695599,29.7313054647925,24.2186407826231,18,3,1,2,4,13,30,25
4,3,0,2.1,4,13,30,25,18,3,1,2,4,13,30,25
5,3.2417056568742,0,2.17172618467765,3.34847519953079,13.9317390356969,29.3156605300355,25.7787914654743,7,3,1,2,4,13,30,25
5,3.2417056568742,0,2.17172618467765,3.34847519953079,13.9317390356969,29.3156605300355,25.7787914654743,7,3,1,2,4,13,30,25
5,3.2417056568742,0,2.17172618467765,3.34847519953079,13.9317390356969,29.3156605300355,25.7787914654743,6,3,1,2,4,13,30,25
