Rabbit-population,Rabbit-born children,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
35,0,3,0,2.1,10,13,30,25
28,0,3,0,2.1,10,13,30,25
13,0,3,0,2.1,10,13,30,25
4,0,3,0,2.1,10,13,30,25
4,0,3,0,2.1,10,13,30,25
4,0,3,0,2.1,10,13,30,25
4,0,3,0,2.1,10,13,30,25
4,0,3,0,2.1,10,13,30,25
4,0,3,0,2.1,10,13,30,25
4,0,3,0,2.1,10,13,30,25
3,0,3,0,2.1,10,13,30,25
3,0,3,0,2.1,10,13,30,25
3,0,3,0,2.1,10,13,30,25
3,0,3,0,2.1,10,13,30,25
3,0,3,0,2.1,10,13,30,25
2,0,3,0,2.1,10,13,30,25
2,0,3,0,2.1,10,13,30,25
1,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
40,0,3,0,2.1,10,13,30,25
42,2,3,0,2.1,10,13,30,25
42,2,3,0,2.1,10,13,30,25
42,2,3,0,2.1,10,13,30,25
42,2,3,0,2.1,10,13,30,25
36,2,3,0,2.1,10,13,30,25
33,2,3,0,2.1,10,13,30,25
27,2,3,0,2.1,10,13,30,25
15,2,3,0,2.1,10,13,30,25
2,2,3,0,2.1,10,13,30,25
2,2,3,0,2.1,10,13,30,25
2,2,3,0,2.1,10,13,30,25
2,2,3,0,2.1,10,13,30,25
2,2,3,0,2.1,10,13,30,25
2,2,3,0,2.1,10,13,30,25
2,2,3,0,2.1,10,13,30,25
2,2,3,0,2.1,10,13,30,25
2,2,3,0,2.1,10,13,30,25
2,2,3,0,2.1,10,13,30,25
2,2,3,0,2.1,10,13,30,25
2,2,3,0,2.1,10,13,30,25
2,2,3,0,2.1,10,13,30,25
2,2,3,0,2.1,10,13,30,25
2,2,3,0,2.1,10,13,30,25
2,2,3,0,2.1,10,13,30,25
