Rabbit-population,Rabbit-born children,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius,Fox-population,Fox-born children,Fox-max size,Fox-diet factor,Fox-#children,Fox-speed,Fox-heat Timer,Fox-sight length,Fox-smell radius
40,0,3,0,2,10,13,30,20,20,0,3,1,2,8,13,30,20
40,0,3,0,2,10,13,30,20,20,0,3,1,2,8,13,30,20
38,4,3,0,2.0208099502725,10,13,30,20,20,0,3,1,2,8,13,30,20
33,4,3,0,2.02396297304106,10,13,30,20,22,2,3,1,2,8.02485313003707,13,30,19.7533811199914
31,4,3,0,2.02550897130177,10,13,30,20,26,6,3.00362777989287,1,2,8.02102957156983,13,30,19.8504322149708
21,4,3,0,2,10,13,30,20,26,6,3.00362777989287,1,2,8.02102957156983,13,30,19.8504322149708
14,4,3,0,2,10,13,30,20,16,6,3,1,2,8,13,30,20
11,4,3,0,2,10,13,30,20,16,10,3,1,2,8,13,29.7471449489757,20
0,4,3,0,2,10,13,30,20,9,10,3,1,2,8,13,30,20
0,4,3,0,2,10,13,30,20,9,10,3,1,2,8,13,30,20
0,4,3,0,2,10,13,30,20,5,10,3,1,2,8,13,30,20
0,4,3,0,2,10,13,30,20,3,10,3,1,2,8,13,30,20
40,0,2.97663152212027,0,2.00550419981326,9.96513750687339,13,29.8235016036673,20,20,0,3,1,2,7.98475639064334,13.21285277825,29.7776696213873,20
40,0,2.97663152212027,0,2.00550419981326,9.96513750687339,13,29.8235016036673,20,20,0,3,1,2,7.98475639064334,13.21285277825,29.7776696213873,20
46,8,2.97967958445241,0,2.00478626070719,9.88206796970651,13,29.5395694008711,20,20,0,3,1,2,7.98475639064334,13.21285277825,29.7776696213873,20
42,8,2.98461610380466,0,2.00524209506025,9.8708363477738,13,29.4957188676207,20,20,0,3,1,2,7.98475639064334,13.21285277825,29.7776696213873,20
41,8,2.98424088682428,0,2.00536995103733,9.86768601479267,13,29.4834193278066,20,20,0,3,1,2,7.98475639064334,13.21285277825,29.7776696213873,20
26,8,2.97514909076137,0,2.00846799971271,9.94636539518983,13,30,20,20,0,3,1,2,7.98475639064334,13.21285277825,29.7776696213873,20
21,8,2.96923220760931,0,2.0104841901205,9.93359525118741,13,30,20,20,0,3,1,2,7.98475639064334,13.21285277825,29.7776696213873,20
17,8,2.9619927270468,0,2.01295105838415,9.91797060440797,13,30,20,20,0,3,1,2,7.98475639064334,13.21285277825,29.7776696213873,20
0,8,2.9619927270468,0,2.01295105838415,9.91797060440797,13,30,20,4,0,3,1,2,8,13,30,20
0,8,2.9619927270468,0,2.01295105838415,9.91797060440797,13,30,20,4,0,3,1,2,8,13,30,20
0,8,2.9619927270468,0,2.01295105838415,9.91797060440797,13,30,20,2,0,3,1,2,8,13,30,20
0,8,2.9619927270468,0,2.01295105838415,9.91797060440797,13,30,20,1,0,3,1,2,8,13,30,20
40,0,3,0,2.01979708335085,9.97700533219277,13,28.7364458736703,19.913431828509,20,0,3,1,2.00147251191975,8,12.89693794494,30.642752275033,20.1104250525757
40,0,3,0,2.01979708335085,9.97700533219277,13,28.7364458736703,19.913431828509,20,0,3,1,2.00147251191975,8,12.89693794494,30.642752275033,20.1104250525757
38,0,3,0,2.02083903510616,9.9757950865187,13,28.9373550562607,19.9088756089569,20,0,3,1,2.00147251191975,8,12.89693794494,30.642752275033,20.1104250525757
37,0,3,0,2.02140225227119,9.97514089966786,13,28.9086349226461,19.9064127875773,20,0,3,1,2.00147251191975,8,12.89693794494,30.642752275033,20.1104250525757
37,0,3,0,2.02140225227119,9.97514089966786,13,28.9086349226461,19.9064127875773,20,0,3,1,2.00147251191975,8,12.89693794494,30.642752275033,20.1104250525757
35,0,3,0,2.01084217692521,9.97372037964888,13,28.8462712039401,19.9010649468675,20,0,3,1,2.00147251191975,8,12.89693794494,30.642752275033,20.1104250525757
31,0,3,0,2.0122411674962,9.97032946089389,13,29.0890405350568,19.8882991335601,18,0,3,1,2.00163612435528,8,12.8854866054889,30.7141691944811,20.1226945028619
17,0,3,0,2.02232212896367,10.0815613834184,13,29.3518735077156,19.7963101847272,18,0,3,1,2.00163612435528,8,12.8854866054889,30.7141691944811,20.1226945028619
3,0,3,0,2,10,13,29.3402975807457,18.8457577134538,2,0,3,1,2.01472511919755,8,13,30,20
3,0,3,0,2,10,13,29.3402975807457,18.8457577134538,2,0,3,1,2.01472511919755,8,13,30,20
1,0,3,0,2,10,13,30,16.5372731403615,1,0,3,1,2,8,13,30,20
0,0,3,0,2,10,13,30,16.5372731403615,1,0,3,1,2,8,13,30,20
40,0,3.03113471404757,0,2.0322634982521,9.96543712172705,13.0072154607976,29.2593689986255,19.8522505964084,20,0,2.97021398187446,1,2.01213325079596,8,13.0774163058912,30,20
40,0,3.03113471404757,0,2.0322634982521,9.96543712172705,13.0072154607976,29.2593689986255,19.8522505964084,20,0,2.97021398187446,1,2.01213325079596,8,13.0774163058912,30,20
48,10,3.01410474300185,0,1.9853483097651,9.8444361866652,13.006012883998,29.071283217419,19.940888817477,20,0,2.97021398187446,1,2.01213325079596,8,13.0774163058912,30,20
48,10,3.01410474300185,0,1.9853483097651,9.8444361866652,13.006012883998,29.071283217419,19.940888817477,20,0,2.97021398187446,1,2.01213325079596,8,13.0774163058912,30,20
48,10,3.01410474300185,0,1.9853483097651,9.8444361866652,13.006012883998,29.071283217419,19.940888817477,20,0,2.97021398187446,1,2.01213325079596,8,13.0774163058912,30,20
28,10,3.03907063102037,0,2.04891986823549,10,13,29.2931759793704,19.7889294234405,20,0,2.97021398187446,1,2.01213325079596,8,13.0774163058912,30,20
26,10,3.04207606417578,0,2.05223381982441,10,13,29.3149244107744,19.7726932252436,19,0,2.96864629670996,1,2.01277184294311,8,13.0814908483065,30,20
22,10,3.04972625766229,0,2.00188205408104,10,13,29.2803246335408,19.7440333682761,18,0,2.96690442430495,1,2.01348138977328,8,13.0860181176569,30,20
1,10,3,0,2,10,13,30,20,2,0,3,1,2.01472511919755,8,13,30,20
0,10,3,0,2,10,13,30,20,1,0,3,1,2.02945023839509,8,13,30,20
40,0,3,0,1.94546782015054,9.66233529480733,12.9940638856094,27.9446910700736,20.030859696652,20,0,2.92890475916645,1,2.00147251191975,7.8894430722403,13.5277780930185,30,20.2631973505489
40,0,3,0,1.94546782015054,9.66233529480733,12.9940638856094,27.9446910700736,20.030859696652,20,0,2.92890475916645,1,2.00147251191975,7.8894430722403,13.5277780930185,30,20.2631973505489
42,3,3,0,1.92202279100686,9.67841456648317,12.9943465577232,27.6879963358452,20.0293901872876,20,0,2.92890475916645,1,2.00147251191975,7.8894430722403,13.5277780930185,30,20.2631973505489
40,3,3,0,1.9181239305572,9.66233529480733,12.9940638856094,27.6218738340816,20.030859696652,20,0,2.92890475916645,1,2.00147251191975,7.8894430722403,13.5277780930185,30,20.2631973505489
