Fitness,Round duration,Maximum alive animals,Age death ratio,Born animals
1325,61,67,0,8
1508,58,60,0,0
1326,52,68,0,10
1585,67,62,0.00298507462686567,3
1406,55,68,0.00496277915632754,8
1439,66,63,0.00642398286937901,4
1434,66,65,0.0075046904315197,6
1449,60,64,0.00837520938023451,4
1572,56,61,0.00758725341426404,2
1525,64,64,0.00829875518672199,4
1442,63,67,0.00884955752212389,8
