Rabbit-population,Rabbit-born children,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius
40,0,3,0,2,10,13,30,20
40,0,3,0,2,10,13,30,20
40,0,3,0,2,10,13,30,20
44,4,3.02309170009463,0,2,10,13.1118446941284,30,20
44,4,3.02309170009463,0,2,10,13.1118446941284,30,20
44,4,3.02309170009463,0,2,10,13.1118446941284,30,20
40,4,2.99286112462642,0,2,10,13.1230291635412,30,20
34,4,3,0,2,10,13,30,20
4,4,3,0,2,10,13,30,20
4,4,3,0,2,10,13,30,20
3,4,3,0,2,10,13,30,20
1,4,3,0,2,10,13,30,20
1,4,3,0,2,10,13,30,20
1,4,3,0,2,10,13,30,20
40,0,3.03144575764387,0,1.99864831017836,10.0675146033613,13.0149676170023,30.2053176773463,20.0854731785339
40,0,3.03144575764387,0,1.99864831017836,10.0675146033613,13.0149676170023,30.2053176773463,20.0854731785339
42,2,3.02994834061321,0,1.99871267636034,10.0642996222488,13.0142548733355,30.1955406450917,20.0814030271752
42,2,3.02994834061321,0,1.99871267636034,10.0642996222488,13.0142548733355,30.1955406450917,20.0814030271752
42,2,3.02994834061321,0,1.99871267636034,10.0642996222488,13.0142548733355,30.1955406450917,20.0814030271752
38,2,3.03310079751986,0,1.9985771686088,10.0710680035382,13.0157553863182,30.2161238708909,20.0899717668778
36,2,3.03493973071541,0,1.9984981224204,10.075016225957,13.0166306855581,30.228130752607,20.1668301505223
31,2,3.04057517115338,0,1.99006485561975,10.0871156172404,13.0193130541965,30.2649260352856,20.1308778356574
5,2,3.01865308198307,0,2,10.3733260785367,12.8563201352397,30.0892071387615,20
3,2,3,0,2,10,13,30.1486785646025,20
1,2,3,0,2,10,13,30,20
1,2,3,0,2,10,13,30,20
1,2,3,0,2,10,13,30,20
40,0,3.13178979296734,0,1.99534076277495,10.100991217492,13.1137504172943,30.2780839832395,20.2777354599835
40,0,3.13178979296734,0,1.99534076277495,10.100991217492,13.1137504172943,30.2780839832395,20.2777354599835
42,2,3.12551408854033,0,1.99556263121424,10.0961821118971,13.1083337307565,30.2704278558004,20.264509961889
42,2,3.12551408854033,0,1.99556263121424,10.0961821118971,13.1083337307565,30.2704278558004,20.264509961889
42,2,3.12551408854033,0,1.99556263121424,10.0961821118971,13.1083337307565,30.2704278558004,20.264509961889
41,2,3.12857540777302,0,1.99545440270727,10.0985280170653,13.0706114708533,30.2770236571614,20.1720050120478
31,2,3.17005134576431,0,2.00792497612686,10.0700973647418,13.0097928017812,30.343681874242,19.9657348284904
30,2,3.17571972395646,0,2.00818914199776,10.0724339435665,13.0101192285072,30.3512277598161,19.9645926561067
7,2,3,0,2,10,13,30.0502737030083,19.2608690635873
5,2,3,0,2,10,13,30.0469221228078,18.9652166890223
1,2,3,0,2,10,13,30,17.4130417225557
40,0,3.25438865302284,0,2.0099073780933,10.2622341682626,13.2171609030525,31.367496336471,20.4788030128046
40,0,3.25438865302284,0,2.0099073780933,10.2622341682626,13.2171609030525,31.367496336471,20.4788030128046
40,0,3.25438865302284,0,2.0099073780933,10.2622341682626,13.2171609030525,31.367496336471,20.4788030128046
40,0,3.25438865302284,0,2.0099073780933,10.2622341682626,13.2171609030525,31.367496336471,20.4788030128046
40,0,3.25438865302284,0,2.0099073780933,10.2622341682626,13.2171609030525,31.367496336471,20.4788030128046
40,0,3.25438865302284,0,2.0099073780933,10.2622341682626,13.2171609030525,31.367496336471,20.4788030128046
38,0,3.26777752949772,0,2.01042881904558,10.2760359665922,13.1850392035609,31.4363828461005,20.3972344107054
36,0,3.32176958452658,0,2.01100819788144,10.2913712980695,13.149348426348,31.6609966114561,20.3066026305952
13,0,3.2687457451937,0,2.01150189903192,10,13.4473123747043,30.8538534214365,20.6988822468224
7,0,3.49909924107401,0,2.02136066963072,10,12.8552104073319,30,19.9286841099995
4,0,3.29114122395984,0,2,10,12.915539404277,30,19.8751971924992
2,0,3.58228244791968,0,2,10,12.8310788085539,30,21.0438735237206
2,0,3.58228244791968,0,2,10,12.8310788085539,30,21.0438735237206
40,0,3.14217785488231,0,2.00304218423555,10.070435879027,13.6630124605155,31.1991838780314,21.0576420841488
40,0,3.14217785488231,0,2.00304218423555,10.070435879027,13.6630124605155,31.1991838780314,21.0576420841488
40,0,3.14217785488231,0,2.00304218423555,10.070435879027,13.6630124605155,31.1991838780314,21.0576420841488
40,0,3.14217785488231,0,2.00304218423555,10.070435879027,13.6630124605155,31.1991838780314,21.0576420841488
40,0,3.14217785488231,0,2.00304218423555,10.070435879027,13.6630124605155,31.1991838780314,21.0576420841488
39,0,3.16490625103343,0,2.00312018895954,10.0271136108317,13.5897898249836,31.2299321825963,20.9807300118096
37,0,3.17382010244064,0,2.00328884782221,10.0285792114172,13.5265704845432,31.2964150032772,20.9240880420322
36,2,3.18459499276792,0,2.00338020470616,10.0157071480626,13.3429505485724,31.3356850118966,20.7243564373454
12,2,3.17849178774889,0,2,10,13.5467250917235,31.6290580498092,20.3572463084497
4,2,3.27496806007719,0,2,10,12.915539404277,32.4289239113363,19.1981964516491
1,2,2.93530734446941,0,2,10,13,30,17.4130417225557
40,0,3.20218154038362,0,1.99371963013747,9.98461938162523,13.2720419833053,31.6722618205901,20.806585645439
40,0,3.20218154038362,0,1.99371963013747,9.98461938162523,13.2720419833053,31.6722618205901,20.806585645439
44,4,3.18038029611833,0,1.99429057285224,9.9860176196593,13.247310893914,31.5309021375382,20.5322801236286
44,4,3.18038029611833,0,1.99429057285224,9.9860176196593,13.247310893914,31.5309021375382,20.5322801236286
44,4,3.18038029611833,0,1.99429057285224,9.9860176196593,13.247310893914,31.5309021375382,20.5322801236286
40,4,3.19841832573016,0,1.99498778652437,9.98461938162523,13.2720419833053,31.6751944532656,20.8492399460674
35,4,3.23106461758128,0,1.99427175602785,9.94108825776765,13.3109051237775,31.9044532059875,20.651057843288
34,4,3.2397633609081,0,1.99410327826396,9.9393555594667,13.3200493921239,31.9604665355754,20.7462936115449
9,4,3.38818829861312,0,1.90280435246328,10,13.2852244546263,33.2515991381172,20.600406594545
3,4,3.38818829861312,0,1.86488425570984,10,12.8873858723693,33.2385652151151,19.1376805741852
40,0,3.29408287672573,0,1.97619783729948,9.91925693900446,13.5743783731032,33.0856256053776,20.7897837829925
40,0,3.29408287672573,0,1.97619783729948,9.91925693900446,13.5743783731032,33.0856256053776,20.7897837829925
40,0,3.29408287672573,0,1.97619783729948,9.91925693900446,13.5743783731032,33.0856256053776,20.7897837829925
42,2,3.28007893021498,0,1.97733127361855,9.92310184667091,13.7193219235856,33.1530918154119,20.9453756459633
42,2,3.28007893021498,0,1.97733127361855,9.92310184667091,13.7193219235856,33.1530918154119,20.9453756459633
42,2,3.28007893021498,0,1.97733127361855,9.92310184667091,13.7193219235856,33.1530918154119,20.9453756459633
34,2,3.34788258013411,0,1.97199745564644,9.90500816353465,13.2500695056234,33.4684658937836,20.5279252345773
30,2,3.39426692415199,0,1.96826378306597,9.84439625395779,12.9228476694806,33.8275410550179,19.9503668772384
7,2,3.1981341345933,0,1.97286691564815,10,12.8612135467813,32.7759130415272,19.840470907213
4,2,3.07176667546108,0,1.95251710238426,10,11.9370360692821,32.4289239113363,19.3532604306389
1,2,2.12250180600495,0,2,10,9.08598666002043,30,17.4130417225557
40,0,3.38046290948018,0,1.99525171023843,9.91555512677752,13.9786619787292,34.3202225820838,21.8901893322806
40,0,3.38046290948018,0,1.99525171023843,9.91555512677752,13.9786619787292,34.3202225820838,21.8901893322806
