Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-speed,Fox-heat Timer,Fox-sight length,Fox-smell radius
20,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
20,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
20,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
19,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
17,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
14,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
14,3,0,2.1,4,13,30,25,20,3,1,2,4,13,30,25
15,3.00709236193605,0,2.0712411230358,3.96497381334119,12.8740803416082,30.848873258596,24.4407679254157,24,3.00697392401524,1,1.99882529224633,4.0203731231326,12.8381965688293,29.7271444803272,24.7471143850232
14,3.00759895921719,0,2.06918691753836,3.96247194286556,12.8650860802945,30.9095070627815,24.4008227772311,24,3.00697392401524,1,1.99882529224633,4.0203731231326,12.8381965688293,29.7271444803272,24.7471143850232
11,3.00967140264006,0,2.06078334959428,3.95223701819253,12.8282913749203,31.1575544435401,24.237410807385,26,3.04131810722217,1,2.00937315052968,4.02172821576402,12.7738685458589,30.2688738567905,24.6338166570894
10,3.06562746310943,0,2.01143627456724,3.99561996479699,12.6967801812166,29.9803992945571,25.0073179533442,26,3.04131810722217,1,2.00937315052968,4.02172821576402,12.7738685458589,30.2688738567905,24.6338166570894
8,3.01329817863009,0,2.04607710569213,3.93432590001473,12.7639006405154,31.5916373598676,23.9514398601544,26,3.04131810722217,1,2.00937315052968,4.02172821576402,12.7738685458589,30.2688738567905,24.6338166570894
7,3.01300183759653,0,2.0641991497495,4.10528604406102,12.6322955478284,30.7575193913044,25.2107270048776,28,2.99454892688502,1,2.02021144183653,4.05156892098237,12.8300891226479,30.2567729118847,24.6559986222396
7,3.01300183759653,0,2.0641991497495,4.10528604406102,12.6322955478284,30.7575193913044,25.2107270048776,30,2.97176988987362,1,1.98052411903465,4.00764817608517,12.6412786078197,30.6885250200957,24.7149522636891
5,3,0,2.1,4,13,30,25,30,2.97176988987362,1,1.98052411903465,4.00764817608517,12.6412786078197,30.6885250200957,24.7149522636891
3,3,0,2.1,4,13,30,25,30,2.97176988987362,1,1.98052411903465,4.00764817608517,12.6412786078197,30.6885250200957,24.7149522636891
3,3,0,2.1,4,13,30,25,32,2.97067690012551,1,1.96728544730165,3.98084736596478,12.5794237278509,30.6752293754741,24.9042186406012
2,3,0,2.1,4,13,30,25,32,2.97067690012551,1,1.96728544730165,3.98084736596478,12.5794237278509,30.6752293754741,24.9042186406012
2,3,0,2.1,4,13,30,25,32,2.97067690012551,1,1.96728544730165,3.98084736596478,12.5794237278509,30.6752293754741,24.9042186406012
