Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-speed,Rabbit-heat Timer,Rabbit-sight length,Rabbit-smell radius,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-speed,Fox-heat Timer,Fox-sight length,Fox-smell radius
20,3,0,2.1,5,13,30,25,20,3,1,2,3,13,30,25
20,3,0,2.1,5,13,30,25,20,3,1,2,3,13,30,25
20,3,0,2.1,5,13,30,25,20,3,1,2,3,13,30,25
20,3,0,2.1,5,13,30,25,20,3,1,2,3,13,30,25
20,3,0,2.1,5,13,30,25,20,3,1,2,3,13,30,25
20,3,0,2.1,5,13,30,25,20,3,1,2,3,13,30,25
19,3,0,2.1,5,13,30,25,20,3,1,2,3,13,30,25
18,3,0,2.1,5,13,30,25,20,3,1,2,3,13,30,25
15,3,0,2.1,5,13,30,25,20,3,1,2,3,13,30,25
10,3.02244740712286,0,2.11549905262115,5.00572361205057,12.9869430127318,30.4948888235215,26.0075553547045,19,3,1,2,3,13,30,25
10,3.02244740712286,0,2.11549905262115,5.00572361205057,12.9869430127318,30.4948888235215,26.0075553547045,11,3,1,2,3,13,30,25
6,3.03741234520476,0,2.12583175436859,5.00953935341762,12.978238354553,30.8248147058692,26.6792589245076,1,3,1,2,3,13,30,25
6,3.03741234520476,0,2.12583175436859,5.00953935341762,12.978238354553,30.8248147058692,26.6792589245076,1,3,1,2,3,13,30,25
3,3.10543881813802,0,2.21858075233204,5.06595324857584,13.2031000605542,29.8183544680434,25.7710542027583,1,3,1,2,3,13,30,25
2,3,0,2.1,5,13,30,25,1,3,1,2,3,13,30,25
